155,ŠENTJUR PRI CELJU,6.046.357 ,760.407 ,260.487 ,35.608 ,448.665 ,101.557 ,20.952 ,52.979 ,689 ,396 ,97.238 ,13.821 ,17.172 ,143.862 ,0 ,0 ,0 ,0 ,0 ,15.648 ,2.319.621 ,67.697 ,0 ,67.697 ,349.245 ,171 ,0 ,0 ,0 ,0 ,349.074 ,142.226 ,142.226 ,1.760.453 ,51.214 ,141.178 ,644.776 ,923.285 ,2.966.329 ,2.966.329 ,37.556 ,0 ,197.338 ,7.720 ,1.417.956 ,1.191.404 ,0 ,0 ,114.355 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,103.639 
156,ŠKOCJAN,812.811 ,142.526 ,51.097 ,7.524 ,74.725 ,10.674 ,3.305 ,18.136 ,1.406 ,2.750 ,3.334 ,0 ,0 ,35.119 ,0 ,0 ,0 ,0 ,0 ,9.180 ,455.550 ,53.167 ,0 ,53.167 ,108.859 ,0 ,0 ,0 ,0 ,1.427 ,107.432 ,37.469 ,37.469 ,256.055 ,0 ,15.757 ,0 ,240.298 ,190.699 ,190.699 ,0 ,0 ,1.415 ,0 ,133.922 ,14.714 ,0 ,0 ,40.648 ,24.036 ,24.036 ,0 ,0 ,24.036 ,0 ,0 ,0 ,0 ,0 ,0 ,154.799 
157,ŠKOFJA LOKA,7.769.805 ,1.402.112 ,410.553 ,57.069 ,802.182 ,179.181 ,72.822 ,53.322 ,9.994 ,1.060 ,53.192 ,59.214 ,0 ,373.398 ,13.758 ,138 ,651 ,12.969 ,0 ,118.549 ,3.092.885 ,98.531 ,0 ,98.531 ,1.380.325 ,65.189 ,5.391 ,7.265 ,0 ,1.239 ,1.301.239 ,309.297 ,309.297 ,1.304.732 ,539.647 ,61.325 ,31.752 ,672.008 ,2.609.043 ,2.609.043 ,335.416 ,0 ,63.533 ,0 ,2.028.526 ,137.264 ,0 ,0 ,44.304 ,665.765 ,665.765 ,446.708 ,0 ,27.124 ,0 ,0 ,3.134 ,0 ,188.800 ,0 ,-25.317 
158,ŠKOFLJICA,2.224.483 ,482.624 ,138.512 ,11.342 ,320.251 ,109.907 ,1.481 ,68.640 ,4.674 ,2.199 ,69.834 ,10.086 ,4.106 ,49.324 ,0 ,0 ,0 ,0 ,0 ,12.519 ,735.975 ,19.692 ,0 ,19.692 ,578.731 ,17.159 ,0 ,0 ,0 ,0 ,561.572 ,76.202 ,76.202 ,61.350 ,0 ,0 ,0 ,61.350 ,904.340 ,904.340 ,0 ,20.748 ,35.420 ,830 ,629.085 ,122.984 ,46.253 ,0 ,49.019 ,101.544 ,101.544 ,0 ,0 ,0 ,101.544 ,0 ,0 ,0 ,0 ,0 ,-79.215 
159,ŠMARJE PRI JELŠAH,3.406.714 ,499.241 ,195.301 ,23.398 ,245.731 ,40.553 ,0 ,11.893 ,4.695 ,3.075 ,127.800 ,342 ,0 ,57.374 ,16.955 ,16.955 ,0 ,0 ,0 ,17.856 ,1.648.565 ,0 ,0 ,0 ,353.797 ,0 ,0 ,0 ,0 ,2.808 ,350.989 ,139.321 ,139.321 ,1.155.446 ,141.813 ,58.479 ,20.865 ,934.289 ,989.009 ,989.009 ,93.787 ,33.041 ,31.426 ,0 ,522.534 ,274.403 ,0 ,0 ,33.817 ,269.901 ,269.901 ,0 ,0 ,32.290 ,20.865 ,0 ,0 ,0 ,216.746 ,0 ,165.682 
160,ŠMARTNO OB PAKI,966.433 ,331.067 ,39.417 ,5.809 ,281.668 ,29.724 ,3.217 ,32.027 ,0 ,1.210 ,187.535 ,0 ,0 ,27.954 ,0 ,0 ,0 ,0 ,0 ,4.173 ,405.024 ,25.893 ,0 ,25.893 ,50.134 ,0 ,1.252 ,217 ,33 ,0 ,48.631 ,98.802 ,98.802 ,230.195 ,1.974 ,6.280 ,985 ,220.956 ,205.508 ,205.508 ,8.383 ,0 ,5.099 ,0 ,147.576 ,0 ,29.210 ,0 ,15.240 ,24.833 ,24.833 ,0 ,0 ,20.660 ,0 ,0 ,0 ,0 ,4.173 ,0 ,-22.133 
161,ŠOŠTANJ,5.467.614 ,1.123.819 ,126.256 ,17.489 ,959.356 ,81.806 ,25.125 ,96.478 ,91.379 ,3.572 ,522.934 ,5.759 ,2.491 ,129.811 ,16.646 ,16.646 ,0 ,0 ,0 ,4.073 ,1.127.687 ,71.486 ,15.219 ,56.268 ,73.631 ,0 ,0 ,714 ,0 ,351 ,72.567 ,323.794 ,323.794 ,658.776 ,1.135 ,26.636 ,2.575 ,628.430 ,3.213.161 ,3.213.161 ,35.674 ,0 ,41.274 ,121.148 ,2.790.290 ,0 ,89.935 ,0 ,134.840 ,2.946 ,2.946 ,2.946 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-1.886.183 
162,ŠTORE,1.942.501 ,390.849 ,51.110 ,6.756 ,306.752 ,45.936 ,7.219 ,57.545 ,11.133 ,0 ,107.499 ,250 ,0 ,77.170 ,16.216 ,16.216 ,0 ,0 ,0 ,10.015 ,397.012 ,17.556 ,0 ,17.556 ,234.564 ,0 ,0 ,2.817 ,0 ,4.799 ,226.949 ,50.271 ,50.271 ,94.621 ,9.560 ,13.766 ,0 ,71.294 ,513.846 ,513.846 ,18.307 ,0 ,11.229 ,0 ,384.272 ,21.557 ,50.013 ,0 ,28.468 ,640.795 ,640.795 ,0 ,0 ,17.451 ,0 ,0 ,0 ,0 ,623.343 ,0 ,-240.064 
163,TABOR,449.770 ,120.535 ,25.029 ,3.050 ,92.455 ,14.305 ,4.156 ,9.301 ,71 ,4.478 ,34.122 ,0 ,0 ,26.022 ,0 ,0 ,0 ,0 ,0 ,0 ,190.795 ,6.326 ,0 ,6.326 ,52.199 ,0 ,0 ,1.060 ,0 ,0 ,51.139 ,28.046 ,28.046 ,104.223 ,2.274 ,5.358 ,0 ,96.591 ,138.441 ,138.441 ,0 ,0 ,12.006 ,0 ,88 ,86.275 ,27.124 ,0 ,12.949 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10.845 
164,TIŠINA,1.668.102 ,180.775 ,76.047 ,10.616 ,73.076 ,16.241 ,568 ,6.430 ,2.120 ,1.160 ,10.445 ,0 ,0 ,36.113 ,21.036 ,0 ,0 ,21.036 ,0 ,0 ,618.340 ,29.699 ,0 ,29.699 ,169.609 ,29.231 ,0 ,2.975 ,0 ,0 ,137.402 ,82.916 ,82.916 ,336.117 ,66.483 ,25.476 ,15.991 ,228.167 ,354.415 ,354.415 ,0 ,0 ,30.129 ,0 ,322.838 ,0 ,1.448 ,0 ,0 ,514.572 ,514.572 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,514.572 ,0 ,17 
165,TOLMIN,5.214.931 ,1.415.820 ,356.355 ,47.133 ,932.974 ,55.959 ,0 ,163.345 ,4.966 ,7.757 ,499.257 ,5.250 ,63.708 ,132.732 ,42.697 ,40.394 ,0 ,2.303 ,0 ,36.659 ,1.984.719 ,75.167 ,28.768 ,46.399 ,380.145 ,10.612 ,0 ,24.854 ,1.097 ,9.535 ,334.047 ,141.571 ,141.571 ,1.387.836 ,105.525 ,37.043 ,79.064 ,1.166.203 ,1.141.304 ,1.141.304 ,1.269 ,0 ,65.769 ,242 ,796.879 ,78.426 ,25.409 ,0 ,173.310 ,673.089 ,673.089 ,0 ,0 ,110.165 ,168.261 ,0 ,0 ,0 ,394.663 ,0 ,-30.988 
166,TRBOVLJE,6.638.287 ,1.682.841 ,552.637 ,78.580 ,986.271 ,253.685 ,13.583 ,160.983 ,10.007 ,6.493 ,398.460 ,3.109 ,280 ,139.672 ,0 ,0 ,0 ,0 ,0 ,65.352 ,2.751.340 ,13.754 ,0 ,13.754 ,1.229.640 ,0 ,0 ,43.503 ,0 ,0 ,1.186.138 ,299.316 ,299.316 ,1.208.630 ,0 ,99.170 ,431.952 ,677.508 ,1.947.972 ,1.947.972 ,28.497 ,0 ,32.724 ,0 ,847.797 ,830.041 ,0 ,0 ,208.913 ,256.134 ,256.134 ,6.677 ,0 ,0 ,14.902 ,0 ,78.902 ,0 ,155.654 ,0 ,-169.863 
167,TREBNJE,5.824.950 ,559.448 ,275.242 ,39.388 ,213.145 ,38.712 ,0 ,33.955 ,5.821 ,2.512 ,15.419 ,26.110 ,0 ,90.615 ,1.018 ,1.018 ,0 ,0 ,0 ,30.654 ,3.112.031 ,117.076 ,0 ,117.076 ,391.362 ,0 ,0 ,3.121 ,0 ,5.938 ,382.303 ,371.290 ,371.290 ,2.232.303 ,194.458 ,50.593 ,2.416 ,1.984.836 ,1.064.718 ,1.064.718 ,0 ,7.340 ,41.208 ,0 ,818.574 ,107.002 ,6.355 ,0 ,84.239 ,1.088.754 ,1.088.754 ,398.460 ,0 ,47.697 ,176.264 ,0 ,9.819 ,0 ,456.514 ,0 ,218.215 
168,TRNOVSKA VAS,473.427 ,111.021 ,51.728 ,6.677 ,47.275 ,11.488 ,3.772 ,3.977 ,0 ,1.811 ,18.035 ,751 ,0 ,7.440 ,0 ,0 ,0 ,0 ,0 ,5.341 ,121.194 ,6.789 ,0 ,6.789 ,41.992 ,0 ,146 ,0 ,0 ,1.878 ,39.968 ,11.480 ,11.480 ,60.933 ,2.091 ,4.653 ,0 ,54.190 ,241.212 ,241.212 ,0 ,0 ,21.165 ,0 ,196.461 ,1.189 ,0 ,0 ,22.396 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,54.523 
169,TRZIN,1.185.303 ,327.124 ,54.887 ,16.237 ,252.712 ,42.610 ,42.743 ,29.357 ,346 ,826 ,21.912 ,430 ,26.486 ,88.003 ,3.288 ,2.107 ,1.072 ,109 ,0 ,0 ,294.617 ,154.695 ,116.813 ,37.882 ,26.139 ,0 ,0 ,2.107 ,0 ,10.232 ,13.800 ,68.561 ,68.561 ,45.222 ,0 ,7.795 ,0 ,37.427 ,515.523 ,515.523 ,70.084 ,0 ,60.570 ,0 ,193.544 ,174.228 ,10.691 ,0 ,6.405 ,48.039 ,48.039 ,0 ,0 ,9.231 ,0 ,0 ,0 ,0 ,38.808 ,0 ,141.124 
170,TRŽIČ,4.888.220 ,1.565.582 ,339.685 ,47.396 ,1.149.044 ,108.175 ,13.566 ,108.050 ,7.073 ,20.297 ,475.789 ,9.598 ,178.948 ,227.550 ,5.462 ,5.462 ,0 ,0 ,0 ,23.994 ,1.779.173 ,47.563 ,0 ,47.563 ,304.261 ,0 ,0 ,0 ,0 ,0 ,304.261 ,265.098 ,265.098 ,1.162.252 ,87.356 ,27.842 ,26.085 ,1.020.969 ,1.349.040 ,1.349.040 ,223.260 ,84.965 ,27.788 ,280 ,97.713 ,721.403 ,26.694 ,309 ,166.629 ,194.425 ,194.425 ,0 ,0 ,58.179 ,0 ,0 ,0 ,0 ,136.246 ,0 ,1.704 
171,TURNIŠČE,863.262 ,162.452 ,108.237 ,14.480 ,35.562 ,13.349 ,6.309 ,7.515 ,3.138 ,488 ,2.988 ,0 ,0 ,1.773 ,0 ,0 ,0 ,0 ,0 ,4.173 ,416.654 ,26.928 ,0 ,26.928 ,111.480 ,0 ,0 ,17.810 ,0 ,0 ,93.670 ,70.585 ,70.585 ,207.661 ,0 ,0 ,0 ,207.661 ,53.092 ,53.092 ,0 ,0 ,0 ,0 ,53.092 ,0 ,0 ,0 ,0 ,231.063 ,231.063 ,70.986 ,0 ,84.009 ,71.562 ,0 ,0 ,0 ,4.507 ,0 ,434.844 
172,VELENJE (M),11.163.746 ,2.303.701 ,718.816 ,101.177 ,1.363.345 ,397.926 ,7.607 ,225.038 ,12.928 ,16.742 ,112.844 ,52.921 ,0 ,537.339 ,61.067 ,4.019 ,0 ,57.048 ,0 ,59.297 ,5.296.779 ,50.167 ,6.218 ,43.949 ,383.408 ,0 ,0 ,18.607 ,0 ,0 ,364.801 ,432.077 ,432.077 ,4.431.126 ,152.625 ,143.682 ,51.945 ,4.082.874 ,2.470.568 ,2.470.568 ,173.644 ,0 ,83.404 ,1.890 ,1.599.503 ,328.188 ,18.394 ,780 ,264.764 ,1.092.697 ,1.092.697 ,296.578 ,0 ,77.996 ,207.490 ,0 ,10.299 ,0 ,500.334 ,0 ,-321.023 
173,VELIKA POLANA,445.356 ,100.801 ,36.163 ,5.421 ,56.410 ,24.499 ,2.379 ,16.020 ,0 ,7.958 ,1.427 ,0 ,0 ,4.127 ,0 ,0 ,0 ,0 ,0 ,2.808 ,249.612 ,21.203 ,0 ,21.203 ,5.767 ,0 ,0 ,0 ,0 ,0 ,5.767 ,34.535 ,34.535 ,188.107 ,0 ,6.326 ,0 ,181.781 ,62.231 ,62.231 ,0 ,7.094 ,21.912 ,3.305 ,20.189 ,0 ,0 ,0 ,9.731 ,32.712 ,32.712 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32.712 ,0 ,58.292 
174,VELIKE LAŠČE,1.355.621 ,160.090 ,100.697 ,14.572 ,44.821 ,23.510 ,0 ,4.256 ,13 ,3.130 ,330 ,0 ,0 ,13.583 ,0 ,0 ,0 ,0 ,0 ,0 ,749.616 ,32.770 ,0 ,32.770 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,33.534 ,33.534 ,683.312 ,0 ,0 ,0 ,683.312 ,375.113 ,375.113 ,0 ,0 ,5.295 ,0 ,361.955 ,1.118 ,0 ,0 ,6.743 ,70.802 ,70.802 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,70.802 ,0 ,12.101 
175,VERŽEJ,454.236 ,127.800 ,25.263 ,2.742 ,54.782 ,4.895 ,684 ,12.886 ,3.860 ,664 ,15.790 ,150 ,0 ,15.853 ,13.758 ,0 ,0 ,13.758 ,0 ,31.255 ,223.773 ,26.227 ,1.452 ,24.775 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,17.798 ,17.798 ,179.749 ,0 ,4.002 ,0 ,175.747 ,87.310 ,87.310 ,0 ,0 ,11.304 ,0 ,48.798 ,21.073 ,0 ,0 ,6.134 ,15.352 ,15.352 ,0 ,0 ,1.565 ,2.424 ,0 ,0 ,0 ,11.363 ,0 ,9.360 
176,VIDEM,1.751.469 ,312.932 ,97.029 ,13.287 ,177.579 ,41.141 ,138 ,32.937 ,4.957 ,1.060 ,49.691 ,0 ,0 ,47.655 ,0 ,0 ,0 ,0 ,0 ,25.038 ,652.788 ,69.442 ,1.298 ,68.144 ,198.552 ,0 ,0 ,6.213 ,0 ,0 ,192.339 ,99.829 ,99.829 ,284.965 ,9.923 ,52.854 ,0 ,222.187 ,785.032 ,785.032 ,976 ,0 ,15.002 ,0 ,291.454 ,474.545 ,0 ,0 ,3.055 ,718 ,718 ,718 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,113.420 
177,VIPAVA,1.594.892 ,385.453 ,84.556 ,11.989 ,277.228 ,24.933 ,280 ,27.842 ,509 ,2.295 ,149.700 ,430 ,2.057 ,69.183 ,1.882 ,0 ,0 ,0 ,1.882 ,9.798 ,673.590 ,4.173 ,0 ,4.173 ,354.590 ,810 ,6.134 ,651 ,0 ,0 ,346.995 ,108.304 ,108.304 ,206.522 ,94.342 ,14.943 ,0 ,97.238 ,485.420 ,485.420 ,2.316 ,0 ,9.514 ,0 ,360.699 ,64.142 ,338 ,0 ,48.410 ,50.430 ,50.430 ,15.569 ,0 ,10.432 ,0 ,0 ,0 ,2.086 ,22.342 ,0 ,678.313 
178,VITANJE,1.042.434 ,112.865 ,51.002 ,6.773 ,55.091 ,19.321 ,0 ,6.385 ,1.878 ,75 ,7.878 ,300 ,1.231 ,18.023 ,0 ,0 ,0 ,0 ,0 ,0 ,725.547 ,15.081 ,146 ,14.935 ,101.531 ,8.484 ,0 ,0 ,0 ,0 ,93.048 ,12.210 ,12.210 ,596.724 ,0 ,0 ,0 ,596.724 ,86.914 ,86.914 ,20.865 ,0 ,0 ,0 ,66.049 ,0 ,0 ,0 ,0 ,117.109 ,117.109 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,117.109 ,0 ,-104.569 
179,VODICE,1.455.725 ,409.669 ,115.690 ,13.186 ,263.291 ,41.320 ,1.381 ,40.623 ,3.222 ,2.024 ,90.093 ,167 ,0 ,84.460 ,0 ,0 ,0 ,0 ,0 ,17.501 ,409.602 ,21.612 ,0 ,21.612 ,294.358 ,0 ,2.086 ,0 ,0 ,0 ,292.272 ,46.549 ,46.549 ,47.083 ,0 ,8.029 ,0 ,39.054 ,473.373 ,473.373 ,0 ,0 ,8.730 ,0 ,322.154 ,82.687 ,0 ,0 ,59.802 ,163.082 ,163.082 ,0 ,0 ,25.876 ,0 ,0 ,0 ,0 ,137.206 ,0 ,264.409 
180,VOJNIK,2.401.406 ,656.981 ,192.192 ,26.515 ,436.158 ,79.519 ,18.474 ,9.310 ,9.569 ,3.797 ,220.522 ,12.494 ,7.419 ,75.054 ,2.116 ,2.116 ,0 ,0 ,0 ,0 ,947.379 ,76.486 ,0 ,76.486 ,589.413 ,0 ,0 ,9.481 ,0 ,0 ,579.932 ,74.120 ,74.120 ,207.361 ,63.270 ,42.898 ,0 ,101.193 ,731.881 ,731.881 ,31.702 ,4.073 ,11.793 ,0 ,397.734 ,236.000 ,0 ,0 ,50.580 ,65.164 ,65.164 ,0 ,0 ,4.098 ,0 ,0 ,0 ,0 ,61.067 ,0 ,910 
181,VRANSKO,848.873 ,355.216 ,63.141 ,8.663 ,281.864 ,25.330 ,2.545 ,16.254 ,321 ,0 ,215.840 ,4.110 ,0 ,17.464 ,1.548 ,1.548 ,0 ,0 ,0 ,0 ,344.538 ,27.804 ,0 ,27.804 ,75.805 ,0 ,0 ,0 ,0 ,0 ,75.805 ,55.850 ,55.850 ,185.078 ,0 ,10.107 ,16.550 ,158.421 ,143.232 ,143.232 ,0 ,0 ,23.477 ,0 ,4.490 ,99.975 ,0 ,0 ,15.290 ,5.888 ,5.888 ,0 ,0 ,5.888 ,0 ,0 ,0 ,0 ,0 ,0 ,-1.089 
182,VRHNIKA,6.533.475 ,1.565.882 ,230.233 ,32.240 ,1.282.403 ,122.446 ,0 ,38.483 ,3.247 ,2.245 ,923.744 ,14.013 ,839 ,177.387 ,5.533 ,0 ,5.533 ,0 ,0 ,15.473 ,2.252.571 ,93.148 ,0 ,93.148 ,1.181.243 ,25.192 ,3.877 ,10.766 ,0 ,2.988 ,1.138.420 ,114.664 ,114.664 ,863.516 ,263.278 ,30.245 ,21.299 ,548.694 ,2.715.023 ,2.715.023 ,41.729 ,0 ,30.245 ,0 ,2.226.193 ,174.871 ,126.757 ,0 ,115.227 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,20.301 
183,VUZENICA,1.275.255 ,139.643 ,61.096 ,8.045 ,54.044 ,19.475 ,342 ,5.734 ,513 ,3.605 ,793 ,0 ,0 ,23.581 ,0 ,0 ,0 ,0 ,0 ,16.458 ,590.548 ,10.353 ,0 ,10.353 ,103.117 ,0 ,0 ,0 ,0 ,0 ,103.117 ,49.883 ,49.883 ,427.195 ,0 ,0 ,30.195 ,397.000 ,112.398 ,112.398 ,0 ,0 ,15.398 ,5.358 ,0 ,69.654 ,0 ,0 ,21.987 ,432.666 ,432.666 ,0 ,0 ,20.101 ,0 ,0 ,247.025 ,2.308 ,163.232 ,0 ,116.683 
184,ZAGORJE OB SAVI,5.607.273 ,1.652.700 ,339.814 ,49.228 ,1.182.949 ,154.523 ,212.310 ,118.590 ,28.793 ,4.803 ,545.990 ,25.025 ,0 ,92.914 ,51.815 ,10.608 ,0 ,0 ,41.208 ,28.893 ,2.418.136 ,38.036 ,0 ,38.036 ,346.211 ,0 ,0 ,26.940 ,0 ,9.982 ,309.289 ,422.438 ,422.438 ,1.611.451 ,104.461 ,72.275 ,77.199 ,1.357.515 ,1.095.018 ,1.095.018 ,16.925 ,0 ,48.744 ,0 ,128.910 ,786.467 ,150 ,0 ,113.821 ,441.420 ,441.420 ,0 ,0 ,112.143 ,17.614 ,0 ,0 ,48.756 ,262.907 ,0 ,181.518 
185,ZAVRČ,728.964 ,225.906 ,48.260 ,6.443 ,167.268 ,12.644 ,526 ,22.555 ,0 ,4.515 ,83.617 ,0 ,0 ,43.411 ,597 ,0 ,0 ,597 ,0 ,3.338 ,122.313 ,213 ,0 ,213 ,72.663 ,1.064 ,0 ,0 ,0 ,0 ,71.599 ,14.347 ,14.347 ,35.090 ,2.291 ,20.439 ,0 ,12.360 ,362.669 ,362.669 ,0 ,0 ,20.556 ,1.849 ,320.885 ,0 ,0 ,0 ,19.379 ,18.077 ,18.077 ,0 ,0 ,15.757 ,1.669 ,0 ,0 ,0 ,651 ,0 ,29.528 
186,ZREČE,2.804.390 ,1.418.090 ,151.231 ,20.769 ,1.209.673 ,62.986 ,19.654 ,581.472 ,4.094 ,2.333 ,444.367 ,9.356 ,2.813 ,82.599 ,17.142 ,8.934 ,0 ,8.208 ,0 ,19.275 ,925.363 ,42.902 ,6.923 ,35.979 ,441.446 ,0 ,0 ,2.671 ,0 ,0 ,438.775 ,137.402 ,137.402 ,303.614 ,123.640 ,18.590 ,5.896 ,155.487 ,251.698 ,251.698 ,37.857 ,15.607 ,23.227 ,0 ,2.629 ,79.290 ,56.451 ,0 ,36.638 ,209.239 ,209.239 ,43.924 ,0 ,0 ,131.522 ,0 ,33.792 ,0 ,0 ,0 ,158.959 
187,ŽALEC,6.589.810 ,1.513.541 ,366.675 ,51.523 ,1.026.694 ,126.815 ,34.531 ,64.939 ,15.356 ,4.048 ,490.690 ,2.433 ,0 ,287.882 ,19.004 ,11.910 ,0 ,7.094 ,0 ,49.645 ,3.098.928 ,107.269 ,0 ,107.269 ,433.922 ,0 ,0 ,2.520 ,0 ,2.441 ,428.960 ,427.758 ,427.758 ,2.129.978 ,306.364 ,106.243 ,265.515 ,1.451.857 ,582.340 ,582.340 ,0 ,5.008 ,32.440 ,0 ,428.497 ,45.435 ,25.380 ,0 ,45.581 ,1.395.001 ,1.395.001 ,196.415 ,0 ,100.401 ,0 ,0 ,4.749 ,0 ,1.093.436 ,0 ,-276.415 
188,ŽELEZNIKI,2.470.343 ,396.895 ,111.104 ,16.174 ,227.783 ,44.663 ,2.216 ,100.096 ,0 ,3.943 ,5.450 ,5.742 ,0 ,65.674 ,14.534 ,14.534 ,0 ,0 ,0 ,27.299 ,842.576 ,61.275 ,0 ,61.275 ,413.032 ,0 ,680 ,839 ,0 ,0 ,411.513 ,83.162 ,83.162 ,285.107 ,151.953 ,0 ,0 ,133.154 ,1.129.198 ,1.129.198 ,0 ,0 ,28.793 ,2.550 ,501.844 ,446.169 ,13.925 ,0 ,135.916 ,101.673 ,101.673 ,16.483 ,0 ,26.890 ,0 ,0 ,0 ,0 ,58.300 ,0 ,194.680 
189,ŽETALE,612.043 ,135.032 ,9.281 ,1.289 ,120.773 ,9.744 ,768 ,2.374 ,18.937 ,647 ,7.545 ,0 ,0 ,80.759 ,0 ,0 ,0 ,0 ,0 ,3.689 ,87.093 ,3.105 ,0 ,3.105 ,37.444 ,0 ,0 ,0 ,0 ,0 ,37.444 ,8.358 ,8.358 ,38.186 ,0 ,9.786 ,0 ,28.401 ,389.918 ,389.918 ,0 ,0 ,17.560 ,0 ,343.853 ,17.643 ,292 ,0 ,10.570 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,126.177 
190,ŽIRI,1.509.861 ,498.297 ,109.381 ,15.753 ,362.335 ,33.863 ,0 ,106.072 ,3.614 ,2.174 ,137.506 ,13.441 ,459 ,65.206 ,10.829 ,0 ,0 ,10.829 ,0 ,0 ,555.625 ,31.147 ,0 ,31.147 ,289.559 ,0 ,0 ,8.408 ,0 ,0 ,281.151 ,111.613 ,111.613 ,123.306 ,0 ,0 ,0 ,123.306 ,419.258 ,419.258 ,0 ,0 ,20.860 ,797 ,8.759 ,328.013 ,48.844 ,0 ,11.985 ,36.680 ,36.680 ,0 ,0 ,13.771 ,0 ,0 ,0 ,0 ,22.909 ,0 ,76.298 
191,ŽIROVNICA,963.938 ,180.179 ,66.863 ,9.656 ,83.100 ,40.991 ,0 ,4.791 ,376 ,2.512 ,4.565 ,0 ,0 ,29.866 ,2.207 ,0 ,0 ,2.207 ,0 ,18.353 ,630.529 ,26.527 ,0 ,26.527 ,90.219 ,0 ,0 ,13.228 ,0 ,317 ,76.673 ,10.194 ,10.194 ,503.589 ,0 ,0 ,0 ,503.589 ,34.059 ,34.059 ,0 ,0 ,32.849 ,0 ,1.089 ,83 ,38 ,0 ,0 ,119.170 ,119.170 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,119.170 ,0 ,170.990 
192,ŽUŽEMBERK,1.419.508 ,343.327 ,65.356 ,6.243 ,271.728 ,9.410 ,0 ,28.480 ,0 ,1.302 ,114.376 ,5.145 ,0 ,113.015 ,0 ,0 ,0 ,0 ,0 ,0 ,609.114 ,82.349 ,2.667 ,79.682 ,171.887 ,0 ,0 ,0 ,0 ,0 ,171.887 ,51.498 ,51.498 ,303.380 ,0 ,13.821 ,0 ,289.559 ,316.617 ,316.617 ,0 ,0 ,27.262 ,0 ,194.342 ,88.629 ,0 ,0 ,6.385 ,150.451 ,150.451 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,150.451 ,0 ,379.945 
,SKUPAJ,782.259.588 ,160.167.073 ,43.006.945 ,5.935.057 ,104.249.779 ,15.350.715 ,3.165.804 ,13.178.229 ,1.692.964 ,844.223 ,41.211.029 ,2.400.256 ,2.644.364 ,23.762.195 ,2.011.943 ,1.025.605 ,44.801 ,649.299 ,292.238 ,4.963.349 ,337.893.773 ,19.687.851 ,9.406.929 ,10.280.923 ,59.772.577 ,404.674 ,299.612 ,1.689.092 ,10.583 ,706.163 ,56.662.453 ,34.957.365 ,34.957.365 ,223.475.980 ,13.372.356 ,6.893.240 ,14.978.810 ,188.231.575 ,219.549.246 ,219.549.246 ,6.022.035 ,1.585.752 ,8.874.053 ,638.335 ,140.511.927 ,37.783.280 ,9.270.262 ,26.982 ,14.836.620 ,64.649.495 ,64.649.495 ,6.874.943 ,4.879.373 ,4.127.604 ,8.587.089 ,0 ,1.759.005 ,503.768 ,37.917.713 ,0 ,10.306.048 
