,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,- V EUR,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,- V EUR
186.,185 ,OBČINA TRNOVSKA VAS,"36.807,79 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","36.807,79 ","0,00 ","36.807,79 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","580.047,59 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","574.419,91 ","574.419,91 ","0,00 ","0,00 ","0,00 ","287,68 ","287,68 ","0,00 ","0,00 ","5.340,00 ","5.340,00 ","61.013,02 ","0,00 ","0,00 ","61.013,02 ","61.013,02 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","41.634,85 ","0,00 ","0,00 ","8.950,00 ","8.950,00 ","0,00 ","0,00 ","32.684,85 ","32.684,85 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","737,30 ","737,30 ","737,30 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","720.240,55 "
187.,186 ,OBČINA TRZIN,"186.172,26 ","19.510,26 ","19.510,26 ","0,00 ","0,00 ","0,00 ","0,00 ","164.965,24 ","0,00 ","164.965,24 ","0,00 ","0,00 ","1.696,76 ","1.696,76 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","114.858,07 ","0,00 ","0,00 ","0,00 ","6.183,67 ","0,00 ","6.183,67 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","52.125,15 ","52.125,15 ","0,00 ","0,00 ","0,00 ","11.248,00 ","11.248,00 ","0,00 ","0,00 ","45.301,25 ","45.301,25 ","193.904,25 ","0,00 ","0,00 ","193.904,25 ","193.904,25 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","23.335,74 ","6.177,01 ","6.177,01 ","7.899,15 ","7.899,15 ","0,00 ","0,00 ","9.259,58 ","9.259,58 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.808,30 ","3.666,26 ","3.666,26 ","4.142,04 ","4.142,04 ","0,00 ","0,00 ","0,00 ","0,00 ","3.161,28 ","3.161,28 ","3.161,28 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","760.377,24 ","0,00 ","0,00 ","0,00 ","0,00 ","760.377,24 ","760.377,24 ","0,00 ","0,00 ","1.289.617,14 "
188.,131 ,OBČINA TRŽIČ,"221.427,47 ","24.638,19 ","24.638,19 ","0,00 ","0,00 ","0,00 ","0,00 ","196.485,68 ","0,00 ","196.485,68 ","0,00 ","0,00 ","303,60 ","303,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","874.943,78 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","850.386,02 ","850.386,02 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","24.557,76 ","24.557,76 ","453.293,42 ","0,00 ","0,00 ","453.293,42 ","453.293,42 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.727.914,92 ","0,00 ","0,00 ","35.163,14 ","35.163,14 ","2.627.898,86 ","2.627.898,86 ","64.852,92 ","64.852,92 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","802.682,07 ","99.440,00 ","99.440,00 ","703.242,07 ","703.242,07 ","0,00 ","0,00 ","0,00 ","0,00 ","998.402,94 ","998.402,94 ","18.855,73 ","979.547,21 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.078.664,60 "
189.,132 ,OBČINA TURNIŠČE,"97.196,91 ","6.377,31 ","6.377,31 ","0,00 ","0,00 ","0,00 ","0,00 ","90.819,60 ","0,00 ","90.819,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","11.423,71 ","11.423,71 ","11.423,71 ","42.310,00 ","0,00 ","0,00 ","42.310,00 ","42.310,00 ","633.891,30 ","0,00 ","0,00 ","0,00 ","2.722,60 ","2.722,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","628.803,77 ","628.803,77 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.364,93 ","2.364,93 ","162.018,25 ","69,14 ","69,14 ","73.807,73 ","73.807,73 ","73.217,46 ","73.217,46 ","0,00 ","0,00 ","14.923,92 ","14.923,92 ","50.698,48 ","0,00 ","0,00 ","0,00 ","0,00 ","39.819,83 ","39.819,83 ","10.878,65 ","10.878,65 ","13.689,03 ","0,00 ","0,00 ","13.689,03 ","13.689,03 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.328,11 ","6.224,85 ","6.224,85 ","1.103,26 ","1.103,26 ","0,00 ","0,00 ","0,00 ","0,00 ","12.017,44 ","7.729,11 ","0,00 ","7.729,11 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.288,33 ","4.288,33 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.030.573,23 "
190.,133 ,MESTNA OBČINA VELENJE,"2.196.235,40 ","55.106,60 ","55.106,60 ","0,00 ","0,00 ","0,00 ","0,00 ","2.139.467,34 ","0,00 ","2.139.467,34 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.661,46 ","1.661,46 ","3.256,77 ","3.256,77 ","3.256,77 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.874.216,09 ","778.607,70 ","778.607,70 ","0,00 ","4.803,73 ","4.803,73 ","0,00 ","0,00 ","34.934,95 ","0,00 ","0,00 ","34.934,95 ","1.644.216,26 ","1.644.216,26 ","0,00 ","0,00 ","0,00 ","17.916,08 ","17.916,08 ","30.619,61 ","30.619,61 ","363.117,76 ","363.117,76 ","109.413,89 ","9.368,09 ","9.368,09 ","67.480,10 ","67.480,10 ","0,00 ","0,00 ","0,00 ","0,00 ","32.565,70 ","32.565,70 ","1.094.218,88 ","778.111,26 ","778.111,26 ","178.458,38 ","178.458,38 ","3.059,45 ","3.059,45 ","134.589,79 ","134.589,79 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","291.581,40 ","40.891,07 ","40.891,07 ","250.690,33 ","250.690,33 ","0,00 ","0,00 ","0,00 ","0,00 ","767.789,37 ","390.747,23 ","150.264,22 ","240.483,01 ","2.500,00 ","2.500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","374.542,14 ","374.542,14 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.336.711,80 "
191.,187 ,OBČINA VELIKA POLANA,"180.474,65 ","269,01 ","269,01 ","0,00 ","0,00 ","0,00 ","0,00 ","180.205,64 ","0,00 ","180.205,64 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","168.977,87 ","0,00 ","0,00 ","0,00 ","6.708,48 ","6.708,48 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","161.891,39 ","161.891,39 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","378,00 ","378,00 ","0,00 ","0,00 ","262.985,08 ","0,00 ","0,00 ","262.985,08 ","262.985,08 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","25.635,00 ","0,00 ","0,00 ","10.200,00 ","10.200,00 ","0,00 ","0,00 ","15.435,00 ","15.435,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","24.001,98 ","24.001,98 ","0,00 ","24.001,98 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","20.400,00 ","0,00 ","0,00 ","0,00 ","0,00 ","20.400,00 ","20.400,00 ","0,00 ","0,00 ","682.474,58 "
192.,134 ,OBČINA VELIKE LAŠČE,"46.056,46 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","46.056,46 ","0,00 ","46.056,46 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.017.976,57 ","510.055,92 ","510.055,92 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","451.705,52 ","451.705,52 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","56.215,13 ","56.215,13 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","229.822,69 ","1.082,88 ","1.082,88 ","8.901,00 ","8.901,00 ","197.766,29 ","197.766,29 ","22.072,52 ","22.072,52 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","127.824,15 ","7.833,20 ","7.833,20 ","119.990,95 ","119.990,95 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.421.679,87 "
193.,188 ,OBČINA VERŽEJ,"9.576,20 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","9.576,20 ","0,00 ","9.576,20 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","184.585,42 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","184.585,42 ","184.585,42 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","41.527,41 ","0,00 ","0,00 ","37.939,41 ","37.939,41 ","0,00 ","0,00 ","0,00 ","0,00 ","3.588,00 ","3.588,00 ","75.987,49 ","0,00 ","0,00 ","40.687,91 ","40.687,91 ","0,00 ","0,00 ","35.299,58 ","35.299,58 ","49.854,19 ","0,00 ","0,00 ","49.854,19 ","49.854,19 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","45.743,88 ","45.743,88 ","45.743,88 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","407.274,59 "
194.,135 ,OBČINA VIDEM,"119.367,00 ","3.234,00 ","3.234,00 ","0,00 ","0,00 ","0,00 ","0,00 ","115.633,00 ","0,00 ","115.633,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","500,00 ","500,00 ","0,00 ","0,00 ","0,00 ","13.194,00 ","0,00 ","0,00 ","13.194,00 ","13.194,00 ","1.621.946,00 ","0,00 ","0,00 ","0,00 ","1.871,00 ","1.871,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.580.461,00 ","1.580.461,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","39.614,00 ","39.614,00 ","133.594,00 ","3.689,00 ","3.689,00 ","129.905,00 ","129.905,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.139.364,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.121.418,00 ","1.121.418,00 ","17.946,00 ","17.946,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","96.316,00 ","87.064,00 ","87.064,00 ","9.252,00 ","9.252,00 ","0,00 ","0,00 ","0,00 ","0,00 ","54.665,00 ","54.665,00 ","9.961,00 ","44.704,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.178.446,00 "
195.,136 ,OBČINA VIPAVA,"413.450,73 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","350.512,80 ","0,00 ","350.512,80 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","62.937,93 ","62.937,93 ","9.643,95 ","9.643,95 ","9.643,95 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","989.472,78 ","798.204,46 ","798.204,46 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","175.029,44 ","175.029,44 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.382,72 ","7.382,72 ","8.856,16 ","8.856,16 ","840.675,24 ","0,00 ","0,00 ","840.675,24 ","840.675,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","73.304,45 ","20.319,87 ","20.319,87 ","0,00 ","0,00 ","11.340,94 ","11.340,94 ","41.643,64 ","41.643,64 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","146.096,47 ","0,00 ","0,00 ","146.096,47 ","146.096,47 ","0,00 ","0,00 ","0,00 ","0,00 ","742.782,15 ","742.782,15 ","709.732,72 ","33.049,43 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","21.600,00 ","0,00 ","0,00 ","0,00 ","0,00 ","21.600,00 ","21.600,00 ","0,00 ","0,00 ","3.237.025,77 "
196.,137 ,OBČINA VITANJE,"52.374,17 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","52.374,17 ","0,00 ","52.374,17 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","616.809,13 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","616.809,13 ","616.809,13 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","160.246,80 ","0,00 ","0,00 ","160.246,80 ","160.246,80 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","115.396,70 ","0,00 ","0,00 ","115.396,70 ","115.396,70 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","957,36 ","0,00 ","0,00 ","957,36 ","957,36 ","0,00 ","0,00 ","0,00 ","0,00 ","106.369,39 ","106.369,39 ","21.565,15 ","84.804,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.052.153,55 "
197.,138 ,OBČINA VODICE,"119.431,92 ","405,47 ","405,47 ","0,00 ","0,00 ","0,00 ","0,00 ","118.741,86 ","0,00 ","118.741,86 ","0,00 ","0,00 ","284,59 ","284,59 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","379.106,69 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","376.448,58 ","376.448,58 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.658,11 ","2.658,11 ","85.205,50 ","4.873,36 ","4.873,36 ","80.332,14 ","80.332,14 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","31.000,45 ","2.352,13 ","2.352,13 ","25.836,00 ","25.836,00 ","0,00 ","0,00 ","2.812,32 ","2.812,32 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","73.685,44 ","73.685,44 ","6.795,44 ","66.890,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","688.430,00 "
198.,139 ,OBČINA VOJNIK,"64.955,48 ","499,80 ","499,80 ","0,00 ","0,00 ","0,00 ","0,00 ","62.173,96 ","0,00 ","62.173,96 ","0,00 ","0,00 ","249,90 ","249,90 ","0,00 ","0,00 ","2.031,82 ","2.031,82 ","5.160,00 ","5.160,00 ","5.160,00 ","15.188,58 ","0,00 ","0,00 ","15.188,58 ","15.188,58 ","1.022.122,98 ","596.237,11 ","596.237,11 ","0,00 ","1.581,60 ","1.581,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","389.026,32 ","389.026,32 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.803,34 ","1.803,34 ","33.474,61 ","33.474,61 ","356.758,31 ","0,00 ","0,00 ","356.758,31 ","356.758,31 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","613.063,48 ","0,00 ","0,00 ","49.206,19 ","49.206,19 ","558.747,44 ","558.747,44 ","5.109,85 ","5.109,85 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","159.990,35 ","20.419,64 ","20.419,64 ","139.570,71 ","139.570,71 ","0,00 ","0,00 ","0,00 ","0,00 ","737.862,65 ","737.862,65 ","0,00 ","737.862,65 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.975.101,83 "
199.,189 ,OBČINA VRANSKO,"37.388,43 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","37.388,43 ","0,00 ","37.388,43 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.365,96 ","4.365,96 ","4.365,96 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","214.829,43 ","0,00 ","0,00 ","0,00 ","1.260,02 ","1.260,02 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","195.547,33 ","195.547,33 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","18.022,08 ","18.022,08 ","89.350,19 ","0,00 ","0,00 ","89.350,19 ","89.350,19 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","127.812,68 ","0,00 ","0,00 ","49.102,91 ","49.102,91 ","78.317,21 ","78.317,21 ","392,56 ","392,56 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","16.986,97 ","0,00 ","0,00 ","16.986,97 ","16.986,97 ","0,00 ","0,00 ","0,00 ","0,00 ","2.498.520,59 ","2.498.520,59 ","0,00 ","2.498.520,59 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.989.254,25 "
200.,140 ,OBČINA VRHNIKA,"349.989,64 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","349.989,64 ","0,00 ","349.989,64 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","54.642,85 ","54.642,85 ","54.642,85 ","165.000,00 ","0,00 ","0,00 ","165.000,00 ","165.000,00 ","1.675.830,65 ","0,00 ","0,00 ","0,00 ","17.966,92 ","0,00 ","17.966,92 ","0,00 ","261.787,57 ","259.791,37 ","1.996,20 ","0,00 ","1.273.828,88 ","1.273.828,88 ","0,00 ","0,00 ","0,00 ","14.784,00 ","14.784,00 ","10.740,00 ","10.740,00 ","96.723,28 ","96.723,28 ","209.314,29 ","5.979,13 ","5.979,13 ","191.347,35 ","191.347,35 ","0,00 ","0,00 ","11.987,81 ","11.987,81 ","0,00 ","0,00 ","922.795,74 ","79.903,39 ","79.903,39 ","97.043,03 ","97.043,03 ","615.058,27 ","615.058,27 ","130.791,05 ","130.791,05 ","117.361,86 ","0,00 ","0,00 ","117.361,86 ","117.361,86 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","288.950,72 ","216.372,53 ","216.372,53 ","72.578,19 ","72.578,19 ","0,00 ","0,00 ","0,00 ","0,00 ","479.272,82 ","479.272,82 ","67.305,66 ","411.967,16 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.263.158,57 "
201.,141 ,OBČINA VUZENICA,"5.219,58 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.219,58 ","0,00 ","5.219,58 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","379.586,08 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","376.526,47 ","376.526,47 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.059,61 ","3.059,61 ","0,00 ","0,00 ","190.781,10 ","0,00 ","0,00 ","190.781,10 ","190.781,10 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","54.901,99 ","14.533,14 ","14.533,14 ","1.300,00 ","1.300,00 ","31.815,69 ","31.815,69 ","7.253,16 ","7.253,16 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","75.909,52 ","15.238,28 ","15.238,28 ","60.671,24 ","60.671,24 ","0,00 ","0,00 ","0,00 ","0,00 ","4.878,93 ","4.878,93 ","0,00 ","4.878,93 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","711.277,20 "
202.,142 ,OBČINA ZAGORJE OB SAVI,"141.062,16 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","140.659,16 ","0,00 ","140.659,16 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","403,00 ","403,00 ","15.571,50 ","15.571,50 ","15.571,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.452.639,68 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.000,00 ","0,00 ","0,00 ","10.000,00 ","1.283.856,08 ","1.283.856,08 ","0,00 ","0,00 ","0,00 ","6.086,85 ","6.086,85 ","0,00 ","0,00 ","152.696,75 ","152.696,75 ","45.700,89 ","0,00 ","0,00 ","45.700,89 ","45.700,89 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","166.314,84 ","30.301,57 ","30.301,57 ","87.390,12 ","87.390,12 ","46.287,41 ","46.287,41 ","2.335,74 ","2.335,74 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","159.020,57 ","81.298,64 ","81.298,64 ","77.721,93 ","77.721,93 ","0,00 ","0,00 ","0,00 ","0,00 ","1.716.204,08 ","1.716.204,08 ","26.874,18 ","1.689.329,90 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","47.447,86 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","47.447,86 ","47.447,86 ","3.743.961,58 "
