153.,ŠENTILJ,7.144.884 ,1.737.197 ,465.565 ,52.537 ,25.534 ,20.460 ,171 ,288 ,6.084 ,1.212.999 ,70.356 ,13.913 ,159.852 ,22.534 ,4.402 ,691.688 ,0 ,0 ,15.310 ,234.944 ,6.097 ,6.097 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.934.172 ,122.371 ,0 ,122.371 ,809.331 ,0 ,0 ,0 ,0 ,0 ,809.331 ,127.391 ,127.391 ,875.079 ,0 ,138.232 ,0 ,652.600 ,82.787 ,1.461 ,0 ,3.367.864 ,3.367.864 ,92.234 ,0 ,3.822 ,11.980 ,3.030.241 ,31.347 ,133.746 ,0 ,64.493 ,105.650 ,52.762 ,21.699 ,0 ,0 ,0 ,31.063 ,0 ,0 ,52.888 ,0 ,0 ,0 ,52.888 ,-1.395.564 
154.,ŠENTJERNEJ,3.876.248 ,1.329.561 ,199.403 ,32.098 ,15.724 ,12.594 ,109 ,179 ,3.493 ,1.087.106 ,182.215 ,7.937 ,347.375 ,4.978 ,6.602 ,344.750 ,47.471 ,810 ,10.704 ,134.264 ,0 ,0 ,0 ,0 ,0 ,10.954 ,0 ,10.954 ,0 ,1.241.258 ,114.476 ,0 ,114.476 ,866.324 ,2.379 ,0 ,55.099 ,0 ,2.295 ,806.551 ,97.054 ,97.054 ,163.403 ,0 ,0 ,0 ,163.403 ,0 ,0 ,0 ,1.277.470 ,1.277.470 ,41.729 ,0 ,50.008 ,0 ,503.626 ,289.438 ,158.834 ,0 ,233.834 ,27.959 ,24.829 ,24.829 ,0 ,0 ,0 ,0 ,0 ,0 ,3.130 ,2.504 ,0 ,626 ,0 ,554.782 
155.,ŠENTJUR,12.036.818 ,2.702.341 ,552.658 ,92.247 ,44.992 ,36.046 ,305 ,509 ,10.395 ,1.826.356 ,152.216 ,227.612 ,136.455 ,26.344 ,4.982 ,1.043.390 ,9.110 ,1.644 ,29.594 ,195.009 ,50.300 ,32.532 ,0 ,17.768 ,0 ,180.780 ,0 ,180.780 ,0 ,4.578.789 ,20.251 ,20.251 ,0 ,2.145.618 ,0 ,0 ,0 ,0 ,20.639 ,2.124.979 ,583.125 ,583.125 ,1.829.795 ,884.235 ,206.969 ,0 ,738.591 ,0 ,0 ,0 ,3.928.126 ,3.928.126 ,175.622 ,0 ,79.219 ,221 ,2.746.282 ,219.412 ,348.235 ,0 ,359.135 ,827.562 ,520.915 ,0 ,520.915 ,0 ,0 ,0 ,0 ,0 ,306.647 ,0 ,0 ,0 ,306.647 ,-399.132 
156.,ŠKOCJAN,3.159.535 ,572.534 ,127.166 ,19.221 ,9.427 ,7.553 ,63 ,109 ,2.070 ,426.148 ,39.718 ,0 ,44.458 ,2.796 ,13.783 ,182.424 ,1.156 ,1.652 ,6.022 ,134.139 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,694.575 ,57.682 ,0 ,57.682 ,431.414 ,0 ,0 ,0 ,0 ,943 ,430.471 ,77.692 ,77.692 ,127.788 ,25.797 ,30.588 ,0 ,68.474 ,2.929 ,0 ,0 ,1.803.747 ,1.803.747 ,24.449 ,0 ,24.725 ,7.307 ,1.480.154 ,123.068 ,23.752 ,0 ,120.293 ,88.679 ,88.679 ,25.250 ,63.428 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-835.136 
157.,ŠKOFJA LOKA,14.939.021 ,3.445.890 ,831.172 ,134.114 ,65.373 ,52.370 ,442 ,739 ,15.189 ,2.430.850 ,528.560 ,114.680 ,109.594 ,13.020 ,12.548 ,1.013.625 ,62.873 ,38.015 ,42.343 ,495.593 ,18.670 ,3.009 ,0 ,15.661 ,0 ,31.084 ,0 ,31.084 ,0 ,4.485.078 ,72.288 ,0 ,72.288 ,2.535.282 ,0 ,0 ,28.050 ,0 ,0 ,2.507.232 ,508.959 ,508.959 ,1.368.549 ,248.101 ,130.208 ,17.113 ,968.661 ,4.465 ,0 ,0 ,6.010.566 ,6.010.566 ,89.413 ,0 ,59.614 ,0 ,2.274.658 ,917.368 ,2.521.203 ,0 ,148.310 ,997.488 ,128.685 ,109.268 ,0 ,0 ,19.417 ,0 ,0 ,0 ,868.803 ,110.862 ,0 ,0 ,757.941 ,-281.689 
158.,ŠKOFLJICA,4.086.496 ,1.137.803 ,219.671 ,35.119 ,16.679 ,13.362 ,113 ,188 ,4.778 ,862.147 ,327.946 ,238 ,103.651 ,14.209 ,3.493 ,262.439 ,13.287 ,785 ,7.862 ,128.238 ,0 ,0 ,0 ,0 ,0 ,20.865 ,0 ,20.865 ,0 ,1.478.643 ,8.759 ,0 ,8.759 ,998.431 ,3.814 ,10.023 ,0 ,0 ,0 ,984.594 ,95.189 ,95.189 ,376.264 ,54.085 ,0 ,0 ,322.179 ,0 ,0 ,0 ,1.046.136 ,1.046.136 ,0 ,0 ,20.564 ,1.903 ,683.388 ,1.273 ,175.764 ,0 ,163.245 ,423.915 ,355.525 ,48.531 ,304.461 ,0 ,0 ,2.533 ,0 ,0 ,68.390 ,0 ,0 ,0 ,68.390 ,473.494 
159.,ŠMARJE PRI JELŠAH,5.477.717 ,1.449.282 ,439.718 ,75.568 ,37.644 ,29.565 ,230 ,413 ,7.716 ,888.683 ,96.324 ,3.017 ,73.281 ,12.076 ,5.320 ,484.093 ,10.303 ,0 ,16.888 ,187.381 ,14.017 ,3.484 ,0 ,10.532 ,0 ,31.297 ,0 ,31.297 ,0 ,2.609.560 ,0 ,0 ,0 ,1.421.983 ,0 ,7.595 ,0 ,0 ,0 ,1.414.388 ,239.847 ,239.847 ,947.730 ,200.380 ,101.248 ,6.468 ,598.243 ,0 ,41.391 ,0 ,942.464 ,942.464 ,0 ,0 ,30.283 ,5.003 ,675.542 ,100.530 ,23.485 ,0 ,107.620 ,476.410 ,437.018 ,93.223 ,336.701 ,0 ,0 ,7.094 ,0 ,0 ,39.392 ,0 ,0 ,0 ,39.392 ,442.322 
160.,ŠMARTNO OB PAKI,1.536.442 ,495.915 ,75.292 ,13.549 ,6.309 ,5.053 ,46 ,67 ,2.074 ,364.376 ,44.258 ,11.012 ,37.631 ,142 ,2.137 ,205.446 ,0 ,0 ,4.678 ,59.072 ,8.287 ,8.287 ,0 ,0 ,0 ,34.410 ,26.369 ,4.928 ,3.113 ,686.551 ,21.824 ,0 ,21.824 ,334.347 ,0 ,2.846 ,0 ,0 ,0 ,331.501 ,94.617 ,94.617 ,235.762 ,2.650 ,22.763 ,267 ,210.082 ,0 ,0 ,0 ,233.763 ,233.763 ,0 ,0 ,14.530 ,2.107 ,160.662 ,0 ,14.910 ,0 ,41.554 ,120.214 ,99.349 ,0 ,99.349 ,0 ,0 ,0 ,0 ,0 ,20.865 ,6.259 ,0 ,0 ,14.605 ,92.752 
161.,ŠMARTNO PRI LITIJI,2.532.528 ,681.162 ,126.615 ,19.627 ,9.812 ,7.861 ,67 ,111 ,1.776 ,516.475 ,61.515 ,14.927 ,47.231 ,4.719 ,2.126 ,222.359 ,1.106 ,0 ,6.166 ,156.328 ,1.754 ,166 ,0 ,1.588 ,0 ,16.692 ,0 ,16.692 ,0 ,1.302.580 ,27.415 ,1.044 ,26.371 ,778.870 ,0 ,13.617 ,0 ,0 ,0 ,765.253 ,143.241 ,143.241 ,353.054 ,2.253 ,65.658 ,0 ,285.143 ,0 ,0 ,0 ,266.626 ,266.626 ,0 ,14.019 ,20.522 ,4.413 ,133.494 ,27.687 ,22.200 ,0 ,44.290 ,282.160 ,126.589 ,65.797 ,60.792 ,0 ,0 ,0 ,0 ,0 ,155.571 ,23.502 ,0 ,0 ,132.068 ,777.437 
162.,ŠOŠTANJ,7.254.999 ,1.294.776 ,207.073 ,33.346 ,16.087 ,12.890 ,109 ,184 ,4.077 ,1.023.218 ,64.104 ,1.156 ,82.428 ,2.813 ,6.138 ,648.882 ,1.502 ,0 ,10.169 ,206.026 ,19.454 ,6.481 ,0 ,12.974 ,0 ,11.684 ,0 ,11.684 ,0 ,2.272.066 ,15.315 ,0 ,15.315 ,1.310.295 ,0 ,0 ,0 ,0 ,0 ,1.310.295 ,202.825 ,202.825 ,743.632 ,246.282 ,69.404 ,3.843 ,412.185 ,0 ,11.918 ,0 ,3.177.475 ,3.177.475 ,47.989 ,0 ,289.401 ,0 ,2.270.531 ,390.769 ,44.976 ,0 ,133.809 ,510.683 ,447.905 ,162.744 ,285.161 ,0 ,0 ,0 ,0 ,0 ,62.778 ,39.522 ,0 ,0 ,23.256 ,-950.008 
163.,ŠTORE,2.690.678 ,694.367 ,114.196 ,19.074 ,9.610 ,7.073 ,58 ,109 ,2.224 ,485.232 ,76.198 ,10.616 ,44.321 ,15.865 ,1.456 ,242.389 ,32.261 ,889 ,4.119 ,57.119 ,65.769 ,64.685 ,0 ,1.085 ,0 ,10.094 ,5.921 ,4.173 ,0 ,731.347 ,4.361 ,0 ,4.361 ,342.868 ,280 ,0 ,9.055 ,0 ,0 ,333.534 ,51.018 ,51.018 ,333.100 ,6.276 ,113.253 ,0 ,213.570 ,0 ,0 ,0 ,1.110.679 ,1.110.679 ,0 ,0 ,9.493 ,0 ,837.965 ,178.088 ,55.379 ,0 ,29.753 ,154.286 ,154.286 ,40.123 ,114.163 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-43.315 
164.,TABOR,1.324.432 ,247.809 ,78.772 ,13.003 ,6.130 ,4.920 ,42 ,71 ,1.840 ,147.697 ,28.747 ,2.429 ,21.649 ,0 ,2.441 ,29.774 ,16.441 ,0 ,3.309 ,42.906 ,5.504 ,3.434 ,0 ,2.070 ,0 ,2.833 ,2.833 ,0 ,0 ,293.958 ,0 ,0 ,0 ,222.621 ,0 ,0 ,11.087 ,0 ,0 ,211.534 ,34.130 ,34.130 ,37.206 ,1.027 ,10.699 ,29 ,25.451 ,0 ,0 ,0 ,764.159 ,764.159 ,0 ,0 ,6.414 ,0 ,675.004 ,23.464 ,0 ,0 ,59.276 ,18.507 ,18.507 ,16.612 ,1.895 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-217.505 
165.,TIŠINA,3.008.824 ,576.998 ,180.337 ,35.338 ,21.227 ,10.236 ,87 ,182 ,3.606 ,336.189 ,34.381 ,26.553 ,89.941 ,14.657 ,1.725 ,82.799 ,3.139 ,2.843 ,5.313 ,74.838 ,6.356 ,156 ,0 ,6.200 ,0 ,18.778 ,0 ,0 ,18.778 ,723.376 ,31.937 ,0 ,31.937 ,423.947 ,1.072 ,858 ,3.192 ,0 ,0 ,418.824 ,93.604 ,93.604 ,173.889 ,0 ,52.308 ,10.877 ,110.704 ,0 ,0 ,0 ,1.632.934 ,1.632.934 ,0 ,16.822 ,26.741 ,0 ,1.527.791 ,7.939 ,0 ,0 ,53.641 ,75.516 ,14.243 ,14.243 ,0 ,0 ,0 ,0 ,0 ,0 ,61.273 ,46.687 ,0 ,0 ,14.586 ,60 
166.,TOLMIN,7.388.645 ,1.618.724 ,349.666 ,57.023 ,28.192 ,22.079 ,188 ,317 ,6.247 ,1.186.375 ,81.026 ,1.932 ,94.876 ,9.276 ,9.510 ,778.334 ,718 ,0 ,17.827 ,192.877 ,4.795 ,4.185 ,0 ,609 ,0 ,20.865 ,0 ,20.865 ,0 ,3.244.997 ,48.327 ,0 ,48.327 ,1.248.131 ,0 ,8.638 ,0 ,0 ,0 ,1.239.493 ,208.342 ,208.342 ,1.740.198 ,211.242 ,68.010 ,0 ,1.205.041 ,255.905 ,0 ,0 ,1.244.195 ,1.244.195 ,0 ,0 ,27.892 ,50 ,100.976 ,938.420 ,7.031 ,0 ,169.826 ,1.280.729 ,1.136.713 ,73.435 ,1.061.192 ,0 ,0 ,0 ,2.086 ,0 ,144.016 ,34.481 ,0 ,0 ,109.535 ,629.261 
167.,TRBOVLJE,11.524.003 ,2.430.016 ,614.655 ,101.323 ,48.268 ,38.666 ,325 ,547 ,13.516 ,1.675.038 ,259.915 ,20.518 ,245.894 ,20.539 ,4.949 ,820.852 ,37.256 ,288 ,27.646 ,237.181 ,3.530 ,3.530 ,0 ,0 ,0 ,35.470 ,0 ,35.470 ,0 ,4.233.696 ,12.389 ,0 ,12.389 ,1.975.709 ,0 ,0 ,76.415 ,0 ,0 ,1.899.295 ,394.237 ,394.237 ,1.851.360 ,0 ,235.353 ,0 ,1.523.686 ,92.322 ,0 ,0 ,3.720.285 ,3.720.285 ,138.796 ,35.403 ,16.446 ,42.297 ,2.568.474 ,419.604 ,268.136 ,0 ,231.130 ,1.140.006 ,846.753 ,0 ,795.143 ,0 ,18.778 ,0 ,32.833 ,0 ,293.252 ,0 ,0 ,0 ,293.252 ,230.775 
168.,TREBNJE,11.757.858 ,2.921.015 ,537.978 ,89.292 ,43.232 ,34.694 ,359 ,497 ,10.512 ,2.094.291 ,144.909 ,843 ,232.132 ,7.257 ,5.258 ,930.295 ,51.131 ,209 ,30.550 ,691.708 ,16.237 ,16.237 ,0 ,0 ,0 ,183.216 ,0 ,183.216 ,0 ,4.275.221 ,90.765 ,17 ,90.749 ,2.532.453 ,0 ,5.884 ,4.448 ,0 ,23.147 ,2.498.973 ,614.718 ,614.718 ,1.037.285 ,79.636 ,104.461 ,0 ,853.188 ,0 ,0 ,0 ,3.202.454 ,3.202.454 ,270.406 ,0 ,43.515 ,3.822 ,2.178.201 ,237.861 ,314.651 ,0 ,153.998 ,1.359.168 ,977.116 ,239.689 ,687.010 ,0 ,3.756 ,46.662 ,0 ,0 ,382.052 ,52.241 ,0 ,0 ,329.811 ,1.134.297 
169.,TRNOVSKA VAS,1.442.301 ,188.842 ,71.094 ,13.333 ,6.055 ,4.323 ,38 ,63 ,2.854 ,104.415 ,11.438 ,2.541 ,18.912 ,0 ,1.632 ,45.510 ,1.256 ,0 ,1.761 ,21.365 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,170.381 ,384 ,0 ,384 ,111.138 ,0 ,789 ,0 ,0 ,0 ,110.349 ,13.395 ,13.395 ,45.464 ,2.245 ,9.598 ,0 ,33.621 ,0 ,0 ,0 ,1.077.988 ,1.077.988 ,0 ,0 ,11.563 ,0 ,1.046.282 ,0 ,0 ,0 ,20.143 ,5.091 ,2.466 ,0 ,0 ,0 ,0 ,292 ,2.174 ,0 ,2.625 ,2.625 ,0 ,0 ,0 ,-6.773 
170.,TRZIN,2.937.972 ,883.199 ,147.946 ,59.401 ,37.953 ,20.829 ,310 ,310 ,0 ,674.619 ,98.024 ,221.685 ,117.639 ,895 ,4.559 ,115.405 ,3.105 ,0 ,0 ,113.307 ,1.233 ,1.233 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,674.246 ,3.406 ,0 ,3.406 ,163.444 ,0 ,0 ,0 ,0 ,13.531 ,149.913 ,76.939 ,76.939 ,430.457 ,0 ,33.251 ,0 ,397.205 ,0 ,0 ,0 ,1.347.773 ,1.347.773 ,0 ,0 ,55.277 ,0 ,1.089.791 ,46.506 ,49.470 ,0 ,106.729 ,32.754 ,7.247 ,0 ,7.247 ,0 ,0 ,0 ,0 ,0 ,25.507 ,0 ,0 ,1.496 ,24.011 ,900.277 
171.,TRŽIČ,8.932.204 ,2.876.839 ,532.429 ,85.271 ,43.864 ,32.899 ,297 ,496 ,7.715 ,2.194.306 ,408.862 ,20.903 ,142.005 ,30.013 ,10.357 ,1.143.658 ,50.285 ,6.902 ,26.185 ,355.135 ,18.362 ,18.362 ,0 ,0 ,0 ,46.472 ,0 ,46.472 ,0 ,3.005.157 ,38.509 ,0 ,38.509 ,601.143 ,0 ,0 ,0 ,0 ,1.035 ,600.109 ,358.888 ,358.888 ,2.006.616 ,151.265 ,95.882 ,13.266 ,1.746.202 ,0 ,0 ,0 ,2.763.967 ,2.763.967 ,59.074 ,0 ,413.257 ,798 ,504.175 ,1.042.283 ,95.846 ,6.610 ,641.923 ,286.242 ,119.171 ,119.171 ,0 ,0 ,0 ,0 ,0 ,0 ,167.071 ,0 ,0 ,0 ,167.071 ,401.365 
172.,TURNIŠČE,1.712.537 ,236.621 ,129.996 ,11.115 ,9.463 ,0 ,0 ,0 ,1.652 ,74.013 ,17.929 ,0 ,22.496 ,0 ,3.527 ,18.846 ,625 ,0 ,3.099 ,7.491 ,0 ,0 ,0 ,0 ,0 ,21.497 ,8.978 ,12.519 ,0 ,755.693 ,25.001 ,0 ,25.001 ,201.207 ,0 ,0 ,18.691 ,1.470 ,14.835 ,166.211 ,101.480 ,101.480 ,428.005 ,69.554 ,57.002 ,417 ,301.032 ,0 ,0 ,0 ,702.558 ,702.558 ,0 ,0 ,7.008 ,0 ,594.163 ,84.631 ,0 ,0 ,16.756 ,17.664 ,17.664 ,17.664 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,22.245 
173.,MESTNA OBČINA VELENJE,22.273.618 ,4.168.875 ,1.576.088 ,252.884 ,124.947 ,100.115 ,841 ,1.414 ,25.567 ,2.226.991 ,584.959 ,5.806 ,407.615 ,34.257 ,38.232 ,263.536 ,25.386 ,28.757 ,70.946 ,767.498 ,71.183 ,0 ,0 ,71.183 ,0 ,41.729 ,0 ,41.729 ,0 ,8.918.469 ,17.814 ,0 ,17.814 ,951.570 ,0 ,0 ,45.376 ,0 ,0 ,906.195 ,899.098 ,899.098 ,7.041.965 ,36.710 ,367.723 ,34.830 ,4.624.509 ,1.978.192 ,0 ,8.022 ,6.788.649 ,6.788.649 ,2.512.839 ,0 ,224.152 ,46.834 ,1.818.471 ,452.181 ,1.130.915 ,0 ,603.257 ,2.397.624 ,1.763.067 ,59.256 ,1.703.812 ,0 ,0 ,0 ,0 ,0 ,634.557 ,34.009 ,0 ,0 ,600.548 ,751.965 
174.,VELIKA POLANA,864.960 ,276.939 ,96.584 ,15.235 ,7.254 ,5.812 ,49 ,82 ,2.038 ,165.121 ,22.260 ,12.204 ,60.179 ,1.783 ,6.380 ,38.285 ,0 ,0 ,1.856 ,22.174 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,363.261 ,6.147 ,0 ,6.147 ,84.169 ,0 ,556 ,12.936 ,0 ,0 ,70.676 ,82.679 ,82.679 ,190.266 ,2.815 ,21.340 ,17.194 ,148.918 ,0 ,0 ,0 ,179.157 ,179.157 ,0 ,0 ,17.709 ,3.338 ,128.024 ,6.457 ,0 ,0 ,23.630 ,45.602 ,25.841 ,2.469 ,7.554 ,0 ,0 ,0 ,15.818 ,0 ,19.761 ,0 ,0 ,0 ,19.761 ,-25.521 
175.,VELIKE LAŠČE,2.482.428 ,272.934 ,114.180 ,18.398 ,8.746 ,7.006 ,58 ,100 ,2.487 ,121.349 ,76.619 ,0 ,14.785 ,2.153 ,3.943 ,1.344 ,0 ,0 ,4.824 ,17.681 ,2.316 ,0 ,0 ,2.316 ,0 ,16.692 ,16.692 ,0 ,0 ,1.363.837 ,84.644 ,0 ,84.644 ,573.577 ,0 ,0 ,0 ,0 ,0 ,573.577 ,47.701 ,47.701 ,657.916 ,0 ,22.939 ,0 ,634.977 ,0 ,0 ,0 ,584.422 ,584.422 ,0 ,10.503 ,14.451 ,0 ,551.832 ,0 ,7.636 ,0 ,0 ,261.234 ,23.281 ,0 ,23.281 ,0 ,0 ,0 ,0 ,0 ,237.953 ,0 ,0 ,0 ,237.953 ,-50.054 
176.,VERŽEJ,775.868 ,154.387 ,67.590 ,10.335 ,5.162 ,4.136 ,35 ,58 ,944 ,70.464 ,4.442 ,150 ,23.732 ,850 ,3.860 ,6.286 ,0 ,0 ,3.157 ,27.987 ,1.920 ,0 ,0 ,1.920 ,0 ,4.078 ,2.596 ,1.482 ,0 ,306.185 ,13.302 ,0 ,13.302 ,167.334 ,0 ,590 ,0 ,0 ,0 ,166.744 ,39.625 ,39.625 ,85.924 ,0 ,9.886 ,237 ,75.801 ,0 ,0 ,0 ,247.223 ,247.223 ,0 ,0 ,4.733 ,0 ,228.007 ,0 ,0 ,0 ,14.483 ,68.073 ,60.571 ,14.338 ,45.894 ,0 ,0 ,340 ,0 ,0 ,7.501 ,0 ,0 ,0 ,7.501 ,51.520 
177.,VIDEM,2.608.826 ,866.625 ,216.683 ,36.309 ,18.970 ,13.199 ,113 ,196 ,3.831 ,605.500 ,67.977 ,8.634 ,74.750 ,13.846 ,8.162 ,286.488 ,0 ,0 ,11.133 ,134.510 ,8.133 ,8.133 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,971.486 ,13.858 ,0 ,13.858 ,595.043 ,0 ,726 ,2.817 ,0 ,0 ,591.500 ,98.953 ,98.953 ,263.633 ,22.409 ,77.099 ,1.961 ,153.288 ,0 ,8.876 ,0 ,634.368 ,634.368 ,16.637 ,0 ,11.521 ,0 ,460.925 ,6.410 ,93.069 ,0 ,45.806 ,136.346 ,93.236 ,56.126 ,37.110 ,0 ,0 ,0 ,0 ,0 ,43.111 ,21.845 ,0 ,0 ,21.265 ,336.213 
178.,VIPAVA,2.979.586 ,703.893 ,141.345 ,27.345 ,15.406 ,9.293 ,88 ,146 ,2.412 ,520.126 ,38.282 ,1.356 ,51.865 ,0 ,1.728 ,257.904 ,0 ,0 ,8.045 ,160.946 ,0 ,0 ,0 ,0 ,0 ,15.077 ,8.684 ,6.393 ,0 ,1.273.414 ,17.560 ,0 ,17.560 ,744.734 ,146 ,9.848 ,7.303 ,0 ,0 ,727.437 ,139.618 ,139.618 ,371.503 ,76.022 ,24.145 ,0 ,242.522 ,0 ,28.814 ,0 ,676.582 ,676.582 ,89.221 ,0 ,41.262 ,0 ,235.349 ,182.056 ,0 ,0 ,128.693 ,325.697 ,266.859 ,40.999 ,225.860 ,0 ,0 ,0 ,0 ,0 ,58.838 ,25.038 ,0 ,0 ,33.801 ,515.135 
179.,VITANJE,1.208.392 ,433.972 ,101.244 ,21.703 ,13.483 ,5.529 ,121 ,88 ,2.483 ,311.025 ,43.065 ,13.020 ,62.969 ,1.419 ,1.990 ,167.021 ,0 ,0 ,3.931 ,17.610 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,390.936 ,24.049 ,0 ,24.049 ,268.745 ,7.636 ,1.949 ,0 ,0 ,0 ,259.160 ,44.216 ,44.216 ,53.927 ,0 ,0 ,0 ,53.927 ,0 ,0 ,0 ,383.484 ,383.484 ,0 ,0 ,12.590 ,0 ,328.100 ,21.783 ,0 ,0 ,21.011 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,125.163 
180.,VODICE,2.813.620 ,802.967 ,116.575 ,19.029 ,9.139 ,7.319 ,63 ,104 ,2.404 ,667.364 ,108.129 ,70.806 ,110.082 ,4.311 ,943 ,167.626 ,7.069 ,0 ,5.158 ,193.240 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,928.827 ,34.573 ,0 ,34.573 ,596.290 ,230 ,11.400 ,6.610 ,0 ,32.870 ,545.180 ,115.941 ,115.941 ,182.023 ,21.712 ,17.564 ,668 ,142.080 ,0 ,0 ,0 ,959.443 ,959.443 ,0 ,0 ,111.329 ,6.602 ,460.620 ,47.776 ,91.133 ,15.849 ,226.135 ,122.384 ,86.914 ,61.588 ,25.325 ,0 ,0 ,0 ,0 ,0 ,35.470 ,8.346 ,0 ,0 ,27.124 ,-497.863 
181.,VOJNIK,5.962.456 ,1.060.036 ,296.257 ,48.986 ,23.260 ,18.403 ,154 ,263 ,6.906 ,701.836 ,162.127 ,21.904 ,131.568 ,21.716 ,8.050 ,242.167 ,1.027 ,981 ,11.567 ,100.730 ,9.431 ,9.431 ,0 ,0 ,0 ,3.526 ,3.526 ,0 ,0 ,1.832.728 ,120.013 ,0 ,120.013 ,1.129.857 ,1.523 ,12.414 ,15.419 ,0 ,1.156 ,1.099.345 ,158.792 ,158.792 ,424.065 ,85.612 ,59.368 ,8.095 ,270.990 ,0 ,0 ,0 ,2.717.772 ,2.717.772 ,0 ,4.236 ,172.354 ,24.149 ,1.574.374 ,18.928 ,793.098 ,0 ,130.633 ,351.920 ,288.537 ,36.722 ,251.815 ,0 ,0 ,0 ,0 ,0 ,63.383 ,0 ,0 ,0 ,63.383 ,-400.396 
182.,VRANSKO,1.694.321 ,393.749 ,103.747 ,14.271 ,7.069 ,5.563 ,46 ,79 ,1.515 ,247.242 ,19.976 ,58 ,30.713 ,0 ,0 ,120.285 ,10.528 ,0 ,3.630 ,62.051 ,19.062 ,19.062 ,0 ,0 ,0 ,9.427 ,0 ,9.427 ,0 ,622.801 ,4.816 ,0 ,4.816 ,363.178 ,0 ,0 ,1.410 ,0 ,0 ,361.768 ,121.173 ,121.173 ,133.634 ,2.675 ,25.242 ,250 ,105.467 ,0 ,0 ,0 ,661.046 ,661.046 ,0 ,0 ,1.811 ,0 ,573.999 ,40.795 ,0 ,0 ,44.442 ,16.725 ,16.725 ,16.725 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-183.826 
183.,VRHNIKA,10.256.063 ,2.701.456 ,603.697 ,94.179 ,45.568 ,37.160 ,1.223 ,526 ,9.702 ,1.975.004 ,261.926 ,5.625 ,140.878 ,6.151 ,2.779 ,1.261.254 ,27.466 ,0 ,26.982 ,241.942 ,4.098 ,4.098 ,0 ,0 ,0 ,24.478 ,24.478 ,0 ,0 ,3.947.308 ,166.521 ,149.766 ,16.754 ,1.653.923 ,0 ,4.582 ,15.928 ,0 ,0 ,1.633.413 ,427.500 ,427.500 ,1.699.366 ,177.287 ,74.616 ,26.849 ,1.420.614 ,0 ,0 ,0 ,3.199.745 ,3.199.745 ,0 ,71.908 ,94.750 ,0 ,2.403.564 ,331.698 ,97.283 ,0 ,200.542 ,407.553 ,67.309 ,0 ,67.309 ,0 ,0 ,0 ,0 ,0 ,340.244 ,340.244 ,0 ,0 ,0 ,108.842 
184.,VUZENICA,1.905.671 ,226.573 ,95.806 ,14.150 ,6.965 ,5.579 ,50 ,79 ,1.477 ,99.145 ,34.648 ,184 ,15.219 ,509 ,3.501 ,3.802 ,0 ,0 ,5.112 ,36.171 ,2.846 ,1.210 ,0 ,1.636 ,0 ,14.626 ,3.818 ,6.405 ,4.402 ,1.006.051 ,10.766 ,0 ,10.766 ,168.248 ,664 ,0 ,0 ,0 ,1.148 ,166.437 ,76.385 ,76.385 ,750.651 ,2.692 ,23.393 ,868 ,428.601 ,295.097 ,0 ,0 ,577.003 ,577.003 ,0 ,0 ,2.057 ,1.857 ,387.385 ,117.084 ,3.038 ,0 ,65.582 ,96.044 ,55.416 ,28.868 ,16.116 ,0 ,0 ,3.338 ,7.094 ,0 ,40.628 ,0 ,0 ,0 ,40.628 ,11.212 
185.,ZAGORJE OB SAVI,8.753.434 ,1.798.214 ,488.921 ,80.316 ,38.533 ,30.871 ,263 ,434 ,10.215 ,1.189.547 ,216.692 ,215.778 ,180.537 ,17.126 ,3.597 ,380.312 ,36.008 ,2.441 ,25.359 ,111.697 ,28.580 ,28.580 ,0 ,0 ,0 ,10.850 ,10.850 ,0 ,0 ,4.133.801 ,33.909 ,0 ,33.909 ,1.878.171 ,0 ,0 ,97.968 ,0 ,25.951 ,1.754.252 ,572.438 ,572.438 ,1.649.282 ,131.906 ,158.613 ,13.867 ,957.031 ,387.865 ,0 ,0 ,2.134.531 ,2.134.531 ,0 ,13.003 ,108.404 ,0 ,1.353.384 ,435.662 ,35.929 ,0 ,188.149 ,686.889 ,548.894 ,125.179 ,423.715 ,0 ,0 ,0 ,0 ,0 ,137.994 ,3.430 ,0 ,0 ,134.564 ,-181.047 
