151.,ŠEMPETER - VRTOJBA,8.091.717 ,1.749.164 ,225.428 ,42.327 ,23.572 ,14.468 ,122 ,204 ,3.961 ,1.473.614 ,151.408 ,8.893 ,374.016 ,10.059 ,6.104 ,192.263 ,43.885 ,0 ,10.083 ,676.903 ,816 ,0 ,816 ,0 ,0 ,6.980 ,6.980 ,0 ,0 ,1.555.174 ,142.228 ,107.369 ,34.859 ,216.793 ,0 ,22.117 ,8.345 ,0 ,34.498 ,151.834 ,307.824 ,307.824 ,888.330 ,0 ,25.022 ,0 ,863.308 ,0 ,0 ,0 ,4.408.969 ,4.408.969 ,414.894 ,0 ,75.551 ,0 ,1.741.159 ,1.560.352 ,147.160 ,0 ,469.852 ,378.409 ,161.755 ,99.161 ,62.594 ,0 ,0 ,0 ,0 ,0 ,216.655 ,9.686 ,0 ,0 ,206.968 ,-1.018.670 
152.,ŠENČUR,7.284.435 ,1.150.985 ,166.466 ,26.869 ,13.270 ,10.633 ,92 ,150 ,2.725 ,947.413 ,137.590 ,20.260 ,109.427 ,4.845 ,2.641 ,524.466 ,0 ,0 ,7.799 ,140.386 ,880 ,880 ,0 ,0 ,0 ,9.356 ,5.183 ,4.173 ,0 ,1.483.275 ,68.761 ,2.487 ,66.274 ,747.292 ,0 ,18.766 ,0 ,0 ,0 ,728.526 ,240.302 ,240.302 ,426.920 ,30.575 ,45.790 ,0 ,350.555 ,0 ,0 ,0 ,2.957.599 ,2.957.599 ,0 ,0 ,204.695 ,0 ,2.476.640 ,94.776 ,96.950 ,0 ,84.539 ,1.692.576 ,1.613.136 ,15.970 ,1.597.167 ,0 ,0 ,0 ,0 ,0 ,79.440 ,0 ,0 ,0 ,79.440 ,-1.611.572 
153.,ŠENTILJ,5.411.993 ,1.699.515 ,492.111 ,61.844 ,29.930 ,23.978 ,203 ,338 ,7.395 ,1.087.860 ,66.206 ,9.024 ,179.025 ,20.025 ,7.234 ,559.542 ,8.385 ,113 ,13.178 ,225.127 ,57.700 ,57.700 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.058.677 ,144.428 ,0 ,144.428 ,926.700 ,0 ,0 ,0 ,0 ,0 ,926.700 ,124.902 ,124.902 ,862.647 ,0 ,137.605 ,0 ,628.564 ,94.446 ,2.032 ,0 ,1.532.652 ,1.532.652 ,91.596 ,0 ,8.310 ,0 ,1.061.523 ,30.365 ,210.888 ,0 ,129.970 ,121.149 ,15.484 ,4.173 ,0 ,0 ,0 ,11.311 ,0 ,0 ,105.665 ,28.861 ,0 ,0 ,76.805 ,119.611 
154.,ŠENTJERNEJ,6.126.769 ,1.348.131 ,255.041 ,41.062 ,20.426 ,16.362 ,138 ,230 ,3.906 ,1.041.604 ,181.197 ,10.124 ,320.902 ,7.937 ,3.155 ,371.449 ,29.678 ,509 ,11.288 ,105.366 ,10.424 ,10.424 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.364.292 ,112.969 ,0 ,112.969 ,956.635 ,2.245 ,12.853 ,61.755 ,0 ,0 ,879.782 ,95.731 ,95.731 ,198.957 ,0 ,0 ,835 ,198.122 ,0 ,0 ,0 ,3.272.091 ,3.272.091 ,20.865 ,0 ,146.849 ,0 ,2.453.918 ,99.241 ,70.856 ,0 ,480.362 ,142.255 ,142.255 ,97.229 ,45.026 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-1.669.041 
155.,ŠENTJUR,13.434.402 ,3.163.523 ,578.549 ,96.913 ,45.560 ,36.499 ,309 ,515 ,14.030 ,2.213.653 ,199.138 ,186.019 ,152.574 ,21.857 ,11.935 ,1.369.813 ,13.107 ,43.580 ,25.406 ,190.224 ,78.996 ,13.047 ,1.046 ,64.903 ,0 ,195.412 ,0 ,195.412 ,0 ,4.658.075 ,16.052 ,16.052 ,0 ,2.353.023 ,0 ,0 ,0 ,0 ,31.247 ,2.321.776 ,651.412 ,651.412 ,1.637.588 ,719.238 ,205.439 ,0 ,712.910 ,0 ,0 ,0 ,4.418.296 ,4.418.296 ,22.325 ,0 ,177.832 ,1.319 ,3.132.721 ,312.130 ,105.974 ,0 ,665.995 ,1.194.508 ,849.425 ,0 ,849.425 ,0 ,0 ,0 ,0 ,0 ,345.083 ,0 ,0 ,0 ,345.083 ,-244.484 
156.,ŠKOCJAN,3.200.730 ,655.679 ,156.297 ,23.523 ,11.467 ,9.189 ,79 ,129 ,2.658 ,468.695 ,35.420 ,0 ,49.324 ,3.226 ,13.328 ,170.222 ,1.294 ,0 ,5.467 ,190.415 ,0 ,0 ,0 ,0 ,0 ,7.165 ,0 ,7.165 ,0 ,687.177 ,45.902 ,45.902 ,0 ,420.844 ,0 ,0 ,209 ,0 ,926 ,419.709 ,20.122 ,20.122 ,200.309 ,126.970 ,35.069 ,0 ,37.068 ,0 ,1.202 ,0 ,1.667.785 ,1.667.785 ,0 ,0 ,11.054 ,4.402 ,1.246.562 ,229.657 ,12.811 ,0 ,163.299 ,190.089 ,190.089 ,17.547 ,172.542 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-414.367 
157.,ŠKOFJA LOKA,16.194.125 ,4.557.540 ,908.233 ,146.958 ,71.128 ,57.048 ,434 ,805 ,17.543 ,3.448.681 ,642.205 ,158.542 ,159.289 ,12.047 ,24.453 ,1.395.840 ,65.093 ,217.497 ,39.447 ,734.268 ,15.765 ,960 ,0 ,14.806 ,0 ,37.903 ,0 ,37.903 ,0 ,4.605.346 ,75.693 ,0 ,75.693 ,2.800.280 ,0 ,0 ,24.065 ,0 ,0 ,2.776.214 ,485.775 ,485.775 ,1.243.599 ,146.236 ,118.240 ,15.607 ,959.176 ,4.340 ,0 ,0 ,5.958.312 ,5.958.312 ,81.301 ,0 ,58.755 ,0 ,3.131.652 ,1.306.739 ,993.378 ,0 ,386.488 ,1.072.926 ,225.747 ,208.922 ,0 ,0 ,0 ,16.825 ,0 ,0 ,847.179 ,103.272 ,0 ,0 ,743.908 ,1.117.626 
158.,ŠKOFLJICA,6.119.960 ,1.352.801 ,256.920 ,40.691 ,19.483 ,15.609 ,132 ,220 ,5.247 ,1.046.844 ,512.892 ,462 ,113.186 ,10.410 ,1.350 ,241.117 ,13.317 ,1.293 ,10.448 ,142.370 ,0 ,0 ,0 ,0 ,0 ,8.346 ,0 ,8.346 ,0 ,1.529.760 ,7.594 ,0 ,7.594 ,1.049.585 ,2.680 ,7.563 ,0 ,0 ,0 ,1.039.342 ,105.617 ,105.617 ,366.965 ,0 ,51.610 ,0 ,315.355 ,0 ,0 ,0 ,3.034.745 ,3.034.745 ,269.429 ,0 ,20.520 ,4.044 ,2.376.654 ,0 ,123.131 ,0 ,240.967 ,202.653 ,134.228 ,62.591 ,62.585 ,0 ,0 ,9.053 ,0 ,0 ,68.425 ,0 ,0 ,0 ,68.425 ,564.692 
159.,ŠMARJE PRI JELŠAH,6.886.755 ,1.743.415 ,476.723 ,82.177 ,41.688 ,31.080 ,250 ,455 ,8.705 ,1.127.053 ,123.944 ,7.482 ,92.142 ,12.298 ,6.551 ,657.031 ,10.908 ,463 ,15.461 ,200.772 ,23.243 ,0 ,0 ,23.243 ,0 ,34.218 ,0 ,34.218 ,0 ,2.508.179 ,3.338 ,0 ,3.338 ,1.592.505 ,0 ,7.094 ,0 ,0 ,0 ,1.585.411 ,237.619 ,237.619 ,674.716 ,876 ,104.248 ,6.677 ,527.879 ,0 ,35.036 ,0 ,1.842.718 ,1.842.718 ,0 ,0 ,31.501 ,0 ,991.091 ,387.778 ,212.669 ,0 ,219.680 ,792.443 ,428.259 ,86.918 ,326.736 ,0 ,0 ,14.605 ,0 ,0 ,364.184 ,148.514 ,0 ,0 ,215.669 ,22.050 
160.,ŠMARTNO OB PAKI,1.819.759 ,514.284 ,90.248 ,15.828 ,7.432 ,5.955 ,50 ,83 ,2.308 ,373.915 ,42.860 ,7.432 ,37.197 ,0 ,1.577 ,206.606 ,968 ,0 ,4.306 ,72.968 ,14.710 ,14.710 ,0 ,0 ,0 ,19.584 ,13.374 ,3.918 ,2.291 ,627.141 ,11.521 ,0 ,11.521 ,314.643 ,0 ,3.130 ,0 ,0 ,0 ,311.513 ,78.501 ,78.501 ,222.475 ,2.379 ,21.382 ,1.786 ,196.929 ,0 ,0 ,0 ,539.447 ,539.447 ,0 ,0 ,9.560 ,0 ,404.670 ,0 ,10.111 ,0 ,115.106 ,138.888 ,110.724 ,0 ,110.724 ,0 ,0 ,0 ,0 ,0 ,28.163 ,11.471 ,0 ,0 ,16.692 ,-147.388 
161.,ŠMARTNO PRI LITIJI,3.554.945 ,878.151 ,153.230 ,24.044 ,11.630 ,9.769 ,79 ,134 ,2.433 ,679.144 ,89.309 ,35.169 ,45.193 ,7.432 ,434 ,330.287 ,1.227 ,0 ,6.092 ,164.000 ,868 ,67 ,0 ,801 ,0 ,20.865 ,0 ,20.865 ,0 ,1.421.436 ,29.085 ,0 ,29.085 ,891.521 ,0 ,12.990 ,0 ,0 ,1.252 ,877.278 ,87.039 ,87.039 ,413.792 ,0 ,61.288 ,1.669 ,295.055 ,55.780 ,0 ,0 ,1.065.039 ,1.065.039 ,104.323 ,0 ,9.957 ,0 ,794.922 ,7.536 ,626 ,0 ,147.676 ,190.319 ,62.260 ,5.008 ,18.503 ,0 ,0 ,0 ,38.750 ,0 ,128.059 ,31.472 ,0 ,0 ,96.587 ,286.989 
162.,ŠOŠTANJ,6.455.613 ,2.167.710 ,233.888 ,37.398 ,18.140 ,14.530 ,121 ,204 ,4.402 ,1.843.691 ,85.729 ,705 ,123.798 ,3.610 ,7.315 ,1.125.175 ,2.203 ,0 ,9.907 ,485.249 ,18.344 ,5.984 ,0 ,12.360 ,0 ,34.389 ,20.618 ,13.771 ,0 ,2.172.050 ,24.996 ,0 ,24.996 ,1.414.751 ,0 ,0 ,0 ,0 ,0 ,1.414.751 ,219.029 ,219.029 ,513.274 ,0 ,79.185 ,3.363 ,399.512 ,20.790 ,10.424 ,0 ,1.894.763 ,1.894.763 ,30.738 ,0 ,16.124 ,0 ,570.443 ,1.095.310 ,106.097 ,0 ,76.052 ,221.090 ,111.355 ,17.610 ,93.745 ,0 ,0 ,0 ,0 ,0 ,109.735 ,80.842 ,0 ,0 ,28.893 ,384.827 
163.,ŠTORE,2.716.032 ,903.163 ,127.354 ,20.890 ,10.428 ,7.937 ,67 ,117 ,2.341 ,700.263 ,68.044 ,7.841 ,65.974 ,21.478 ,3.597 ,421.036 ,31.731 ,159 ,3.756 ,76.648 ,48.160 ,9.923 ,0 ,38.237 ,0 ,6.497 ,6.497 ,0 ,0 ,622.071 ,3.693 ,0 ,3.693 ,392.998 ,0 ,0 ,6.351 ,0 ,0 ,386.647 ,51.957 ,51.957 ,173.423 ,4.753 ,49.967 ,0 ,118.703 ,0 ,0 ,0 ,1.003.793 ,1.003.793 ,353.789 ,0 ,11.012 ,0 ,276.882 ,236.117 ,68.916 ,0 ,57.077 ,187.006 ,168.674 ,30.992 ,137.682 ,0 ,0 ,0 ,0 ,0 ,18.332 ,18.332 ,0 ,0 ,0 ,-201.385 
164.,TABOR,1.326.135 ,354.223 ,86.626 ,14.242 ,6.881 ,5.383 ,50 ,79 ,1.849 ,245.034 ,43.661 ,1.990 ,26.269 ,0 ,2.984 ,80.120 ,28.222 ,0 ,2.883 ,58.905 ,5.971 ,4.290 ,0 ,1.682 ,0 ,2.349 ,2.349 ,0 ,0 ,305.725 ,0 ,0 ,0 ,209.802 ,0 ,0 ,14.196 ,0 ,0 ,195.606 ,41.262 ,41.262 ,54.661 ,885 ,14.651 ,1.110 ,38.015 ,0 ,0 ,0 ,644.408 ,644.408 ,0 ,0 ,10.854 ,0 ,564.768 ,25.476 ,14.484 ,0 ,28.827 ,21.779 ,21.779 ,16.767 ,5.012 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3.847 
165.,TIŠINA,2.824.416 ,632.724 ,191.221 ,34.493 ,19.594 ,11.322 ,95 ,182 ,3.300 ,383.394 ,55.389 ,25.877 ,113.289 ,13.398 ,2.003 ,99.733 ,0 ,2.954 ,5.255 ,65.497 ,7.090 ,0 ,0 ,7.090 ,0 ,16.525 ,0 ,0 ,16.525 ,787.232 ,25.919 ,0 ,25.919 ,483.423 ,0 ,842 ,3.714 ,0 ,0 ,478.867 ,92.617 ,92.617 ,185.273 ,0 ,63.512 ,10.139 ,111.622 ,0 ,0 ,0 ,1.288.608 ,1.288.608 ,0 ,401 ,14.707 ,0 ,1.171.367 ,5.655 ,616 ,0 ,95.862 ,115.851 ,17.941 ,17.941 ,0 ,0 ,0 ,0 ,0 ,0 ,97.910 ,27.628 ,0 ,0 ,70.282 ,-419.470 
166.,TOLMIN,8.798.994 ,1.849.057 ,368.874 ,61.709 ,31.510 ,23.318 ,196 ,338 ,6.347 ,1.375.509 ,110.595 ,238 ,108.809 ,10.407 ,11.234 ,700.175 ,5.600 ,0 ,14.972 ,413.479 ,1.235 ,1.235 ,0 ,0 ,0 ,41.729 ,20.865 ,20.865 ,0 ,3.502.274 ,84.331 ,0 ,84.331 ,1.235.482 ,0 ,9.322 ,0 ,0 ,0 ,1.226.160 ,220.301 ,220.301 ,1.962.160 ,313.754 ,67.697 ,0 ,1.322.667 ,258.041 ,0 ,0 ,1.733.446 ,1.733.446 ,40.373 ,0 ,40.077 ,0 ,68.428 ,1.292.309 ,19.116 ,0 ,273.143 ,1.714.217 ,1.502.233 ,65.699 ,1.429.023 ,0 ,7.511 ,0 ,0 ,0 ,211.985 ,0 ,0 ,0 ,211.985 ,-447.943 
167.,TRBOVLJE,10.368.394 ,2.665.319 ,643.286 ,106.243 ,50.476 ,40.436 ,342 ,572 ,14.417 ,1.913.228 ,310.833 ,21.361 ,272.738 ,25.993 ,7.503 ,925.284 ,46.261 ,1.531 ,23.460 ,278.263 ,2.562 ,2.562 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4.438.153 ,11.793 ,0 ,11.793 ,2.136.325 ,0 ,0 ,82.307 ,0 ,0 ,2.054.019 ,419.387 ,419.387 ,1.870.648 ,0 ,252.341 ,0 ,1.602.107 ,16.199 ,0 ,0 ,2.087.740 ,2.087.740 ,73.060 ,24.412 ,78.138 ,3.455 ,844.392 ,555.170 ,50.588 ,0 ,458.525 ,1.177.182 ,793.666 ,0 ,747.767 ,0 ,10.432 ,0 ,35.466 ,0 ,383.517 ,0 ,0 ,0 ,383.517 ,236.042 
168.,TREBNJE,14.438.166 ,3.134.506 ,592.581 ,98.844 ,48.093 ,38.391 ,396 ,551 ,11.413 ,2.379.920 ,167.376 ,505 ,258.162 ,7.962 ,5.116 ,1.082.478 ,9.222 ,0 ,28.330 ,820.769 ,15.248 ,14.501 ,747 ,0 ,0 ,47.914 ,0 ,47.914 ,0 ,4.687.348 ,97.338 ,0 ,97.338 ,2.779.791 ,0 ,22.534 ,4.574 ,0 ,38.353 ,2.714.330 ,646.966 ,646.966 ,1.163.253 ,66.362 ,119.917 ,28.347 ,948.627 ,0 ,0 ,0 ,3.951.882 ,3.951.882 ,231.464 ,0 ,82.031 ,1.139 ,1.963.228 ,657.119 ,682.887 ,0 ,334.014 ,2.664.430 ,2.116.516 ,300.855 ,1.732.904 ,0 ,1.782 ,56.531 ,24.445 ,0 ,547.914 ,54.173 ,0 ,0 ,493.741 ,630.116 
169.,TRNOVSKA VAS,980.149 ,219.246 ,91.141 ,16.425 ,7.461 ,5.583 ,46 ,83 ,3.251 ,108.863 ,11.859 ,1.018 ,19.058 ,0 ,2.333 ,44.258 ,250 ,0 ,2.454 ,27.633 ,2.817 ,2.817 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,234.765 ,17.631 ,0 ,17.631 ,144.609 ,0 ,872 ,0 ,0 ,0 ,143.736 ,13.875 ,13.875 ,58.650 ,5.955 ,10.708 ,0 ,41.988 ,0 ,0 ,0 ,485.624 ,485.624 ,0 ,0 ,98.322 ,0 ,366.838 ,0 ,722 ,0 ,19.742 ,40.515 ,36.659 ,0 ,1.669 ,0 ,0 ,209 ,34.781 ,0 ,3.856 ,3.856 ,0 ,0 ,0 ,-117.677 
170.,TRZIN,2.732.027 ,938.503 ,179.629 ,81.589 ,49.764 ,26.822 ,413 ,412 ,4.178 ,658.495 ,95.324 ,108.827 ,120.051 ,2.079 ,6.151 ,207.249 ,0 ,0 ,11.962 ,106.853 ,296 ,296 ,0 ,0 ,0 ,18.494 ,18.296 ,198 ,0 ,792.577 ,3.785 ,0 ,3.785 ,417.828 ,0 ,0 ,0 ,0 ,12.047 ,405.781 ,89.606 ,89.606 ,281.357 ,0 ,26.069 ,0 ,255.288 ,0 ,0 ,0 ,881.955 ,881.955 ,0 ,25.743 ,88.152 ,0 ,524.401 ,95.731 ,73.323 ,0 ,74.605 ,118.992 ,51.863 ,2.390 ,49.473 ,0 ,0 ,0 ,0 ,0 ,67.129 ,0 ,0 ,0 ,67.129 ,1.010.990 
171.,TRŽIČ,10.688.635 ,3.559.030 ,605.161 ,108.120 ,61.247 ,37.052 ,353 ,654 ,8.814 ,2.785.145 ,792.547 ,15.348 ,166.740 ,44.411 ,12.213 ,1.020.861 ,59.600 ,239.584 ,22.849 ,410.991 ,14.574 ,14.574 ,0 ,0 ,0 ,46.029 ,0 ,46.029 ,0 ,3.134.433 ,43.906 ,0 ,43.906 ,632.743 ,0 ,0 ,0 ,0 ,5.483 ,627.260 ,396.999 ,396.999 ,2.060.786 ,122.455 ,107.486 ,10.089 ,1.820.755 ,0 ,0 ,0 ,2.556.046 ,2.556.046 ,66.512 ,6.072 ,276.247 ,351 ,858.766 ,445.767 ,210.209 ,6.990 ,685.132 ,1.439.126 ,1.367.456 ,31.913 ,1.335.543 ,0 ,0 ,0 ,0 ,0 ,71.670 ,0 ,0 ,0 ,71.670 ,-1.658.228 
172.,TURNIŠČE,1.792.473 ,296.122 ,157.906 ,10.746 ,10.746 ,0 ,0 ,0 ,0 ,109.372 ,20.218 ,0 ,43.338 ,0 ,10.779 ,20.133 ,2.007 ,0 ,1.742 ,11.154 ,0 ,0 ,0 ,0 ,0 ,18.098 ,5.579 ,12.519 ,0 ,805.102 ,21.953 ,0 ,21.953 ,133.632 ,922 ,0 ,0 ,0 ,17.917 ,114.793 ,116.877 ,116.877 ,532.640 ,67.340 ,59.748 ,880 ,355.209 ,48.581 ,880 ,0 ,691.250 ,691.250 ,0 ,10.432 ,11.212 ,0 ,640.924 ,12.452 ,0 ,0 ,16.229 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3.517 
173.,MESTNA OBČINA VELENJE,33.072.578 ,4.707.854 ,1.785.407 ,296.072 ,139.217 ,114.704 ,970 ,1.617 ,39.564 ,2.522.795 ,694.355 ,7.624 ,388.462 ,35.809 ,40.432 ,307.778 ,57.157 ,472 ,69.273 ,921.433 ,61.850 ,0 ,0 ,61.850 ,0 ,41.729 ,0 ,41.729 ,0 ,10.226.460 ,30.130 ,0 ,30.130 ,1.031.798 ,0 ,0 ,46.280 ,0 ,0 ,985.518 ,869.304 ,869.304 ,8.295.229 ,135.157 ,385.441 ,41.838 ,5.088.439 ,2.644.355 ,0 ,0 ,15.368.210 ,15.368.210 ,1.730.967 ,20.146 ,218.259 ,61.708 ,9.707.217 ,1.044.898 ,1.653.488 ,0 ,931.527 ,2.770.053 ,1.381.796 ,62.719 ,1.319.077 ,0 ,0 ,0 ,0 ,0 ,1.388.257 ,258.640 ,0 ,0 ,1.129.617 ,-2.070.111 
174.,VELIKA POLANA,1.050.317 ,365.649 ,140.204 ,22.892 ,10.771 ,8.540 ,72 ,122 ,3.385 ,202.554 ,40.686 ,7.355 ,64.949 ,3.477 ,3.885 ,46.904 ,0 ,0 ,1.563 ,33.735 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,350.527 ,14.876 ,0 ,14.876 ,75.193 ,0 ,1.280 ,14.362 ,0 ,0 ,59.551 ,55.698 ,55.698 ,204.760 ,4.928 ,23.516 ,25.344 ,150.972 ,0 ,0 ,0 ,285.023 ,285.023 ,0 ,451 ,26.825 ,3.605 ,224.149 ,10.906 ,5.962 ,0 ,13.125 ,49.119 ,1.965 ,0 ,0 ,0 ,0 ,0 ,1.965 ,0 ,47.153 ,0 ,0 ,0 ,47.153 ,-40.181 
175.,VELIKE LAŠČE,2.836.234 ,411.117 ,138.696 ,21.557 ,9.919 ,8.630 ,75 ,121 ,2.813 ,231.710 ,105.437 ,0 ,18.056 ,1.010 ,4.982 ,66.379 ,0 ,0 ,4.870 ,30.976 ,2.462 ,0 ,0 ,2.462 ,0 ,16.692 ,0 ,16.692 ,0 ,1.425.501 ,59.180 ,1.707 ,57.474 ,626.644 ,0 ,7.641 ,1.277 ,0 ,0 ,617.727 ,117.618 ,117.618 ,622.058 ,4.962 ,23.923 ,0 ,591.299 ,0 ,1.874 ,0 ,621.916 ,621.916 ,0 ,0 ,2.061 ,0 ,597.801 ,1.152 ,2.992 ,0 ,17.910 ,377.700 ,234.794 ,106.627 ,128.167 ,0 ,0 ,0 ,0 ,0 ,142.906 ,0 ,0 ,0 ,142.906 ,-376.210 
176.,VERŽEJ,1.132.588 ,184.383 ,77.443 ,11.960 ,5.962 ,4.776 ,40 ,68 ,1.114 ,91.312 ,7.066 ,6 ,24.989 ,1.392 ,2.845 ,8.520 ,0 ,0 ,2.986 ,43.507 ,3.668 ,2.772 ,0 ,896 ,0 ,0 ,0 ,0 ,0 ,321.063 ,10.624 ,0 ,10.624 ,180.720 ,0 ,0 ,0 ,0 ,0 ,180.720 ,36.148 ,36.148 ,93.571 ,0 ,12.314 ,237 ,81.020 ,0 ,0 ,0 ,568.248 ,568.248 ,0 ,0 ,552 ,0 ,565.482 ,0 ,0 ,0 ,2.214 ,58.895 ,29.051 ,10.053 ,18.570 ,0 ,0 ,429 ,0 ,0 ,29.843 ,29.843 ,0 ,0 ,0 ,-96.957 
177.,VIDEM,4.497.066 ,1.033.025 ,208.542 ,36.567 ,19.976 ,12.581 ,109 ,196 ,3.706 ,786.726 ,96.240 ,9.756 ,84.448 ,20.239 ,10.019 ,393.916 ,246 ,0 ,8.375 ,163.487 ,1.189 ,1.189 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.044.700 ,27.904 ,0 ,27.904 ,642.526 ,0 ,1.836 ,79 ,0 ,0 ,640.611 ,100.213 ,100.213 ,274.057 ,29.594 ,82.465 ,2.162 ,155.759 ,0 ,4.077 ,0 ,2.265.991 ,2.265.991 ,0 ,0 ,146.207 ,0 ,1.924.274 ,4.173 ,37.435 ,0 ,153.902 ,153.351 ,74.679 ,53.872 ,20.806 ,0 ,0 ,0 ,0 ,0 ,78.672 ,75.822 ,0 ,0 ,2.850 ,-79.248 
178.,VIPAVA,4.247.893 ,852.379 ,145.877 ,31.109 ,17.497 ,10.345 ,96 ,159 ,3.013 ,625.317 ,63.228 ,1.953 ,52.842 ,0 ,3.042 ,307.361 ,1.920 ,0 ,6.393 ,188.579 ,0 ,0 ,0 ,0 ,0 ,50.075 ,0 ,50.075 ,0 ,1.245.877 ,12.473 ,0 ,12.473 ,742.556 ,250 ,6.677 ,11.259 ,0 ,0 ,724.370 ,143.382 ,143.382 ,347.467 ,20.047 ,27.929 ,0 ,259.331 ,0 ,40.160 ,0 ,1.862.093 ,1.862.093 ,93.553 ,0 ,11.375 ,0 ,1.309.606 ,326.882 ,0 ,0 ,120.677 ,287.544 ,283.371 ,56.906 ,226.465 ,0 ,0 ,0 ,0 ,0 ,4.173 ,0 ,0 ,0 ,4.173 ,186.718 
179.,VITANJE,1.481.664 ,516.066 ,145.280 ,16.479 ,8.705 ,6.385 ,17 ,104 ,1.269 ,334.422 ,40.423 ,4.774 ,87.214 ,1.673 ,1.794 ,155.479 ,0 ,0 ,4.628 ,38.437 ,0 ,0 ,0 ,0 ,0 ,19.884 ,8.513 ,11.371 ,0 ,432.394 ,22.759 ,0 ,22.759 ,270.205 ,0 ,1.431 ,0 ,0 ,0 ,268.774 ,35.699 ,35.699 ,103.731 ,0 ,12.757 ,0 ,90.974 ,0 ,0 ,0 ,533.204 ,533.204 ,0 ,0 ,0 ,0 ,455.308 ,13.967 ,25.038 ,0 ,38.892 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-123.694 
180.,VODICE,4.002.682 ,1.077.562 ,137.404 ,21.222 ,10.280 ,8.236 ,70 ,116 ,2.521 ,916.049 ,224.053 ,151.663 ,100.639 ,6.413 ,2.564 ,228.103 ,676 ,4.456 ,4.736 ,192.746 ,2.886 ,2.791 ,64 ,31 ,0 ,0 ,0 ,0 ,0 ,1.079.139 ,52.210 ,7.258 ,44.951 ,675.351 ,755 ,10.537 ,10.200 ,0 ,36.904 ,616.956 ,133.225 ,133.225 ,218.353 ,27.110 ,0 ,1.998 ,189.246 ,0 ,0 ,0 ,1.790.163 ,1.790.163 ,0 ,0 ,50.757 ,0 ,1.233.825 ,256.478 ,101.026 ,0 ,148.077 ,55.818 ,55.818 ,14.605 ,41.213 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-146.424 
181.,VOJNIK,6.927.287 ,1.408.993 ,325.017 ,53.672 ,25.609 ,20.381 ,171 ,288 ,7.223 ,1.011.647 ,197.730 ,16.854 ,147.880 ,43.353 ,6.990 ,378.868 ,5.195 ,1.678 ,10.937 ,202.162 ,18.657 ,18.657 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.875.922 ,94.796 ,0 ,94.796 ,1.252.299 ,972 ,7.762 ,18.219 ,0 ,0 ,1.225.346 ,167.364 ,167.364 ,361.463 ,417 ,64.985 ,9.105 ,286.955 ,0 ,0 ,0 ,2.837.999 ,2.837.999 ,3.046 ,63 ,80.283 ,14.701 ,2.334.402 ,16.658 ,222.021 ,0 ,166.825 ,804.373 ,712.744 ,93.891 ,340.657 ,0 ,278.196 ,0 ,0 ,0 ,91.629 ,41.617 ,0 ,0 ,50.013 ,-1.511.405 
182.,VRANSKO,1.468.344 ,426.327 ,115.431 ,16.245 ,8.033 ,6.322 ,54 ,92 ,1.744 ,272.939 ,31.994 ,2.746 ,32.399 ,0 ,154 ,129.298 ,6.439 ,0 ,3.413 ,66.496 ,21.670 ,21.670 ,0 ,0 ,0 ,42 ,0 ,42 ,0 ,639.004 ,8.317 ,0 ,8.317 ,379.874 ,0 ,0 ,1.602 ,0 ,0 ,378.272 ,102.007 ,102.007 ,148.807 ,709 ,32.841 ,638 ,114.618 ,0 ,0 ,0 ,395.502 ,395.502 ,0 ,2.295 ,3.793 ,0 ,262.314 ,27.671 ,0 ,0 ,99.428 ,7.511 ,7.511 ,7.411 ,0 ,0 ,100 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,74.328 
183.,VRHNIKA,12.116.466 ,3.561.964 ,610.165 ,97.409 ,47.505 ,38.691 ,330 ,547 ,10.336 ,2.831.138 ,267.418 ,159 ,178.355 ,11.455 ,1.811 ,1.891.095 ,28.071 ,0 ,25.822 ,426.953 ,1.244 ,175 ,0 ,1.068 ,0 ,22.008 ,13.003 ,0 ,9.005 ,4.385.232 ,206.585 ,168.240 ,38.345 ,1.686.626 ,0 ,0 ,14.476 ,0 ,0 ,1.672.150 ,459.477 ,459.477 ,2.032.545 ,0 ,156.147 ,7.056 ,1.869.342 ,0 ,0 ,0 ,4.115.473 ,4.115.473 ,158.446 ,37.556 ,99.791 ,1.018 ,2.861.012 ,233.884 ,374.082 ,0 ,349.683 ,53.797 ,4.991 ,0 ,4.991 ,0 ,0 ,0 ,0 ,0 ,48.807 ,48.807 ,0 ,0 ,0 ,-74.182 
