170.,TRZIN,2.944.820 ,2.877.336 ,2.289.642 ,1.692.930 ,1.692.930 ,454.775 ,279.344 ,7 ,3.172 ,172.252 ,141.937 ,32.716 ,0 ,0 ,109.221 ,0 ,0 ,587.694 ,385.980 ,8.346 ,0 ,286.541 ,91.093 ,8.374 ,8.374 ,0 ,0 ,19.177 ,19.177 ,174.163 ,174.163 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,67.485 ,67.485 ,67.485 ,0 ,0 ,0 
171.,TRŽIČ,8.560.436 ,5.304.486 ,4.596.203 ,3.333.246 ,3.333.246 ,571.115 ,413.595 ,0 ,10.958 ,146.562 ,691.842 ,15.807 ,0 ,0 ,676.035 ,0 ,0 ,708.283 ,475.480 ,0 ,6.326 ,11.822 ,457.332 ,27.562 ,27.562 ,13.495 ,13.495 ,14.321 ,14.321 ,177.424 ,177.424 ,1.128.585 ,1.040.966 ,1.040.966 ,0 ,0 ,0 ,0 ,87.619 ,20.547 ,67.071 ,0 ,89.401 ,89.401 ,0 ,89.401 ,0 ,0 ,0 ,2.037.965 ,2.037.965 ,1.961.943 ,0 ,0 ,76.022 
172.,TURNIŠČE,1.949.373 ,797.844 ,455.422 ,420.396 ,420.396 ,15.527 ,11.417 ,0 ,293 ,3.817 ,19.499 ,864 ,0 ,0 ,18.635 ,0 ,0 ,342.422 ,3.750 ,766 ,0 ,2.252 ,732 ,7.215 ,7.215 ,577 ,577 ,0 ,0 ,330.880 ,330.880 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.151.529 ,1.151.529 ,1.106.461 ,45.068 ,0 ,0 
173.,MESTNA OBČINA VELENJE,18.731.322 ,17.378.317 ,15.598.948 ,9.632.987 ,9.632.987 ,3.582.607 ,3.125.818 ,50 ,21.970 ,434.769 ,2.383.354 ,38.015 ,0 ,0 ,2.345.339 ,0 ,0 ,1.779.369 ,1.022.730 ,0 ,0 ,54.615 ,968.115 ,55.846 ,55.846 ,26.031 ,26.031 ,70.556 ,70.556 ,604.206 ,604.206 ,310.662 ,183.855 ,179.515 ,4.340 ,0 ,0 ,0 ,126.807 ,0 ,126.807 ,0 ,86.588 ,81.610 ,75.764 ,5.846 ,4.978 ,4.978 ,0 ,955.754 ,955.754 ,664.188 ,166.379 ,0 ,125.188 
174.,VELIKA POLANA,655.092 ,264.451 ,189.461 ,174.349 ,174.349 ,6.894 ,3.864 ,0 ,653 ,2.377 ,8.218 ,400 ,0 ,0 ,7.818 ,0 ,0 ,74.989 ,12.068 ,341 ,0 ,1.483 ,10.244 ,2.333 ,2.333 ,40 ,40 ,26.833 ,26.833 ,33.716 ,33.716 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,13.934 ,13.934 ,13.934 ,0 ,0 ,0 ,0 ,376.707 ,376.707 ,376.707 ,0 ,0 ,0 
175.,VELIKE LAŠČE,3.596.587 ,1.715.853 ,1.018.649 ,881.543 ,881.543 ,91.575 ,62.465 ,0 ,6.055 ,23.055 ,45.531 ,371 ,0 ,0 ,45.159 ,0 ,0 ,697.204 ,83.813 ,0 ,0 ,65.740 ,18.073 ,6.481 ,6.481 ,5.404 ,5.404 ,13.211 ,13.211 ,588.295 ,588.295 ,924.311 ,0 ,0 ,0 ,0 ,0 ,0 ,924.311 ,0 ,0 ,924.311 ,7.428 ,7.428 ,0 ,7.428 ,0 ,0 ,0 ,948.994 ,948.994 ,631.051 ,312.519 ,0 ,5.425 
176.,VERŽEJ,691.970 ,379.667 ,316.220 ,225.415 ,225.415 ,19.034 ,12.690 ,0 ,1.058 ,5.286 ,71.772 ,478 ,0 ,0 ,71.295 ,0 ,0 ,63.446 ,6.907 ,0 ,0 ,580 ,6.328 ,2.678 ,2.678 ,100 ,100 ,19.456 ,19.456 ,34.305 ,34.305 ,33.774 ,33.774 ,33.774 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,278.529 ,278.529 ,276.319 ,2.210 ,0 ,0 
177.,VIDEM,2.577.412 ,964.405 ,797.709 ,680.375 ,680.375 ,17.305 ,1.097 ,0 ,4.219 ,11.989 ,100.029 ,434 ,0 ,0 ,99.595 ,0 ,0 ,166.696 ,17.597 ,0 ,0 ,4.119 ,13.479 ,9.247 ,9.247 ,1.156 ,1.156 ,52.967 ,52.967 ,85.729 ,85.729 ,8.317 ,2.712 ,2.712 ,0 ,0 ,0 ,0 ,5.604 ,3.831 ,1.773 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.604.690 ,1.604.690 ,1.599.128 ,5.563 ,0 ,0 
178.,VIPAVA,2.602.153 ,1.934.335 ,1.480.817 ,1.090.448 ,1.090.448 ,114.079 ,86.434 ,0 ,3.768 ,23.877 ,276.289 ,405 ,0 ,0 ,275.885 ,0 ,0 ,453.518 ,402.086 ,0 ,1.690 ,11.876 ,388.520 ,8.680 ,8.680 ,2.128 ,2.128 ,2.137 ,2.137 ,38.487 ,38.487 ,62.594 ,62.594 ,62.594 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,12.456 ,0 ,0 ,0 ,12.456 ,0 ,12.456 ,592.768 ,592.768 ,565.795 ,26.974 ,0 ,0 
179.,VITANJE,1.084.957 ,401.106 ,384.815 ,296.599 ,296.599 ,52.145 ,34.690 ,0 ,3.292 ,14.163 ,36.071 ,1.377 ,0 ,0 ,34.694 ,0 ,0 ,16.291 ,5.187 ,0 ,3.902 ,1.093 ,192 ,3.835 ,3.835 ,0 ,0 ,0 ,0 ,7.269 ,7.269 ,359 ,0 ,0 ,0 ,0 ,0 ,0 ,359 ,359 ,0 ,0 ,2.637 ,2.637 ,2.637 ,0 ,0 ,0 ,0 ,680.855 ,680.855 ,679.636 ,0 ,0 ,1.218 
180.,VODICE,2.750.426 ,2.446.144 ,1.306.067 ,1.003.789 ,1.003.789 ,154.277 ,116.800 ,0 ,3.238 ,34.239 ,148.001 ,822 ,0 ,0 ,147.179 ,0 ,0 ,1.140.077 ,803.843 ,0 ,0 ,208.822 ,595.022 ,25.200 ,25.200 ,3.864 ,3.864 ,106.639 ,106.639 ,200.530 ,200.530 ,9.026 ,8.346 ,0 ,8.346 ,0 ,0 ,0 ,680 ,0 ,680 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,295.255 ,295.255 ,294.951 ,0 ,305 ,0 
181.,VOJNIK,4.220.193 ,2.185.679 ,1.828.706 ,1.543.340 ,1.543.340 ,103.768 ,65.615 ,33 ,2.479 ,35.641 ,181.597 ,2.838 ,0 ,0 ,178.760 ,0 ,0 ,356.973 ,69.170 ,0 ,150 ,15.736 ,53.284 ,11.914 ,11.914 ,2.725 ,2.725 ,70.961 ,70.961 ,202.203 ,202.203 ,258.479 ,45.940 ,45.940 ,0 ,0 ,0 ,0 ,212.540 ,77.775 ,134.765 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.776.035 ,1.776.035 ,1.756.948 ,19.087 ,0 ,0 
182.,VRANSKO,1.261.334 ,617.994 ,522.146 ,352.308 ,352.308 ,43.666 ,29.098 ,1.627 ,0 ,12.940 ,126.173 ,104 ,0 ,0 ,126.068 ,0 ,0 ,95.848 ,12.961 ,179 ,1.244 ,860 ,10.679 ,4.978 ,4.978 ,630 ,630 ,1.106 ,1.106 ,76.173 ,76.173 ,13.228 ,3.455 ,3.455 ,0 ,0 ,0 ,0 ,9.773 ,0 ,9.773 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,630.112 ,630.112 ,626.665 ,0 ,0 ,3.447 
183.,VRHNIKA,8.401.056 ,7.768.720 ,6.984.777 ,5.526.523 ,5.526.523 ,878.363 ,526.986 ,459 ,55.696 ,295.222 ,579.891 ,12.502 ,0 ,0 ,567.389 ,0 ,0 ,783.943 ,342.614 ,0 ,15.356 ,1.198 ,326.060 ,23.327 ,23.327 ,1.402 ,1.402 ,68.415 ,68.415 ,348.185 ,348.185 ,436.647 ,226.344 ,226.344 ,0 ,0 ,0 ,0 ,210.303 ,0 ,210.303 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,195.689 ,195.689 ,151.102 ,44.588 ,0 ,0 
184.,VUZENICA,1.588.341 ,1.355.016 ,1.258.797 ,493.127 ,493.127 ,700.025 ,695.689 ,0 ,818 ,3.518 ,65.644 ,267 ,0 ,0 ,65.377 ,0 ,0 ,96.219 ,67.259 ,0 ,1.490 ,11.125 ,54.644 ,6.122 ,6.122 ,334 ,334 ,0 ,0 ,22.505 ,22.505 ,40.628 ,19.312 ,19.312 ,0 ,0 ,0 ,0 ,21.315 ,0 ,21.315 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,192.697 ,192.697 ,161.538 ,31.159 ,0 ,0 
185.,ZAGORJE OB SAVI,7.912.853 ,5.397.325 ,5.069.905 ,3.887.239 ,3.887.239 ,710.199 ,619.400 ,0 ,13.967 ,76.832 ,472.467 ,14.092 ,0 ,0 ,458.375 ,0 ,0 ,327.420 ,155.542 ,0 ,2.604 ,13.721 ,139.217 ,24.533 ,24.533 ,1.740 ,1.740 ,26.869 ,26.869 ,118.736 ,118.736 ,78.418 ,63.725 ,63.725 ,0 ,0 ,0 ,0 ,14.693 ,0 ,14.693 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.437.110 ,2.437.110 ,2.437.110 ,0 ,0 ,0 
186.,ZAVRČ,1.061.809 ,571.128 ,488.028 ,125.860 ,125.860 ,5.809 ,1.148 ,0 ,972 ,3.689 ,356.360 ,442 ,0 ,0 ,355.917 ,0 ,0 ,83.100 ,6.401 ,25 ,0 ,238 ,6.138 ,3.196 ,3.196 ,75 ,75 ,0 ,0 ,73.427 ,73.427 ,4.569 ,0 ,0 ,0 ,0 ,0 ,0 ,4.569 ,0 ,4.569 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,486.113 ,486.113 ,486.113 ,0 ,0 ,0 
187.,ZREČE,3.175.472 ,1.983.913 ,1.692.889 ,1.153.893 ,1.153.893 ,252.237 ,211.254 ,0 ,3.560 ,37.423 ,286.759 ,1.423 ,0 ,0 ,285.336 ,0 ,0 ,291.024 ,111.576 ,0 ,367 ,1.018 ,110.190 ,12.135 ,12.135 ,618 ,618 ,71.991 ,71.991 ,94.705 ,94.705 ,250.079 ,247.993 ,247.993 ,0 ,0 ,0 ,0 ,2.086 ,0 ,2.086 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,941.479 ,941.479 ,916.621 ,17.443 ,0 ,7.415 
188.,ŽALEC,10.300.434 ,8.005.696 ,6.583.876 ,4.856.985 ,4.856.985 ,576.173 ,358.325 ,104 ,22.939 ,194.805 ,1.150.718 ,42.330 ,0 ,0 ,1.108.388 ,0 ,0 ,1.421.820 ,675.972 ,65.348 ,5.270 ,8.346 ,597.008 ,28.005 ,28.005 ,4.332 ,4.332 ,2.566 ,2.566 ,710.946 ,710.946 ,251.557 ,115.932 ,115.932 ,0 ,0 ,0 ,0 ,135.624 ,1.878 ,133.746 ,0 ,25.192 ,25.192 ,2.241 ,22.951 ,0 ,0 ,0 ,2.017.989 ,2.017.989 ,1.906.476 ,3.489 ,0 ,108.025 
189.,ŽELEZNIKI,3.350.960 ,2.322.672 ,1.971.916 ,1.539.735 ,1.539.735 ,311.884 ,269.166 ,0 ,14.781 ,27.938 ,120.297 ,7.941 ,0 ,0 ,112.356 ,0 ,0 ,350.755 ,178.472 ,0 ,4.060 ,33.079 ,141.333 ,12.252 ,12.252 ,630 ,630 ,149.378 ,149.378 ,10.023 ,10.023 ,1.135 ,0 ,0 ,0 ,0 ,0 ,0 ,1.135 ,0 ,1.135 ,0 ,2.003 ,2.003 ,0 ,2.003 ,0 ,0 ,0 ,1.025.150 ,1.025.150 ,1.025.150 ,0 ,0 ,0 
190.,ŽETALE,749.587 ,238.408 ,165.411 ,109.869 ,109.869 ,46.570 ,44.813 ,0 ,601 ,1.156 ,8.972 ,0 ,0 ,0 ,8.972 ,0 ,0 ,72.997 ,7.445 ,0 ,0 ,417 ,7.027 ,2.842 ,2.842 ,25 ,25 ,8.830 ,8.830 ,53.856 ,53.856 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3.630 ,3.630 ,0 ,3.630 ,0 ,0 ,0 ,507.549 ,507.549 ,507.549 ,0 ,0 ,0 
191.,ŽIRI,2.632.846 ,1.752.001 ,1.288.144 ,1.058.984 ,1.058.984 ,164.833 ,141.068 ,0 ,5.034 ,18.730 ,64.327 ,6.860 ,0 ,0 ,57.467 ,0 ,0 ,463.857 ,127.637 ,0 ,2.943 ,3.125 ,121.568 ,6.922 ,6.922 ,604 ,604 ,283.662 ,283.662 ,45.032 ,45.032 ,29.093 ,0 ,0 ,0 ,0 ,0 ,0 ,29.093 ,0 ,29.093 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,851.752 ,851.752 ,842.125 ,0 ,9.627 ,0 
192.,ŽIROVNICA,2.110.157 ,1.868.223 ,1.561.642 ,1.224.044 ,1.224.044 ,218.186 ,186.889 ,225 ,6.693 ,24.378 ,119.412 ,1.377 ,0 ,0 ,118.035 ,0 ,0 ,306.581 ,219.204 ,0 ,2.667 ,10.190 ,206.347 ,7.770 ,7.770 ,643 ,643 ,1.114 ,1.114 ,77.850 ,77.850 ,97.822 ,90.532 ,90.532 ,0 ,0 ,0 ,0 ,7.290 ,0 ,7.290 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,144.112 ,144.112 ,62.273 ,81.839 ,0 ,0 
193.,ŽUŽEMBERK,2.868.649 ,1.049.174 ,845.030 ,636.008 ,636.008 ,69.805 ,41.675 ,0 ,13.061 ,15.068 ,139.217 ,8.963 ,0 ,0 ,130.254 ,0 ,0 ,204.144 ,74.524 ,0 ,0 ,63.637 ,10.887 ,9.786 ,9.786 ,2.003 ,2.003 ,0 ,0 ,117.831 ,117.831 ,1.473 ,0 ,0 ,0 ,0 ,0 ,0 ,1.473 ,0 ,1.473 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.818.002 ,1.818.002 ,1.818.002 ,0 ,0 ,0 
,SKUPAJ,1.208.865.177 ,918.938.924 ,746.231.524 ,515.825.685 ,515.825.685 ,142.185.861 ,108.595.741 ,21.806 ,4.149.992 ,29.418.321 ,88.121.482 ,4.116.544 ,0 ,0 ,84.004.938 ,98.497 ,98.497 ,172.707.401 ,77.662.820 ,2.541.659 ,1.568.975 ,7.277.198 ,66.274.988 ,4.647.076 ,4.647.076 ,2.439.852 ,2.439.852 ,7.392.950 ,7.392.950 ,80.564.702 ,80.564.702 ,56.902.618 ,22.005.461 ,21.000.883 ,99.012 ,252.029 ,653.535 ,47.630 ,34.849.528 ,452.819 ,33.174.529 ,1.222.179 ,5.095.951 ,2.428.866 ,518.792 ,1.910.074 ,2.667.085 ,292.468 ,2.374.617 ,227.927.684 ,227.927.684 ,213.086.683 ,7.844.776 ,687.520 ,6.308.706 
